order_item_id,order_id,item_id,quantity,item_price
1191,4703,2848,1,529
1192,2576,3458,3,391
1193,3047,4626,3,236
1194,749,3356,2,436
1195,1700,4167,1,162
1196,602,2165,1,187
1197,4716,100,3,371
1198,255,600,4,487
1199,2978,860,4,528
1200,2725,3892,4,591
1201,836,2682,4,365
1202,1851,2105,4,483
1203,4765,2241,3,495
1204,3103,994,4,254
1205,3650,3911,3,333
1206,2534,3582,2,174
1207,2307,1177,3,184
1208,4349,4126,4,439
1209,494,3441,3,335
1210,3306,3463,4,458
1211,1131,1377,2,196
1212,4432,572,4,552
1213,3785,4162,1,374
1214,2101,2214,2,431
1215,4016,1516,3,359
1216,4041,3725,3,166
1217,1777,4660,4,182
1218,1868,180,1,233
1219,2735,726,2,446
1220,3332,4873,3,475
1221,3441,1041,4,552
1222,210,82,1,465
1223,3114,3112,3,358
1224,2730,3019,4,531
1225,4990,1206,4,212
1226,4070,3968,1,107
1227,4433,3798,3,478
1228,4771,2982,4,299
1229,4201,2782,3,541
1230,3762,3846,1,260
1231,4799,4653,1,434
1232,1148,3447,3,231
1233,3782,1491,1,571
1234,1291,2289,4,509
1235,3115,2382,3,402
1236,3879,48,4,428
1237,2701,4009,3,362
1238,674,463,2,579
1239,2976,2365,4,308
1240,2372,2420,4,580
1241,757,1794,3,521
1242,4297,3541,3,584
1243,4338,1034,4,115
1244,2902,588,1,336
1245,1488,4519,4,101
1246,968,3010,2,205
1247,3013,2775,1,187
1248,2353,476,1,365
1249,4410,4341,3,100
1250,2844,2740,3,398
1251,883,4584,4,218
1252,498,2901,4,237
1253,3429,1826,3,525
1254,1906,4849,4,295
1255,1541,1898,1,202
1256,1999,3757,4,472
1257,1333,3567,1,146
1258,3367,1349,3,496
1259,1573,2358,4,536
1260,3665,2086,1,397
1261,3455,4609,2,444
1262,3817,3543,2,152
1263,1361,2447,2,440
1264,564,1601,1,503
1265,734,3078,4,141
1266,753,2237,2,554
1267,2357,1687,3,425
1268,4244,4756,3,203
1269,2975,4124,3,228
1270,3987,2002,2,507
1271,2716,135,2,348
1272,1786,1790,4,584
1273,4788,4401,1,199
1274,2634,2543,3,444
1275,2093,4820,4,544
1276,1806,3352,1,490
1277,3364,2908,2,447
1278,4360,4988,1,238
1279,3056,2271,3,102
1280,1249,3675,1,586
1281,216,2028,1,422
1282,3946,828,2,206
1283,4327,1344,2,545
1284,1726,4295,4,491
1285,2702,3128,2,590
1286,1201,407,2,540
1287,3635,1462,3,564
1288,1541,1775,3,525
1289,4803,1371,1,273
1290,513,486,3,481
1291,3712,363,4,229
1292,3937,3802,4,103
1293,2353,212,1,474
1294,3833,4797,4,483
1295,4447,2662,4,338
1296,803,916,2,461
1297,4547,1461,1,183
1298,902,4239,4,329
1299,4159,3357,1,441
1300,1789,1094,4,182
1301,4601,1734,3,139
1302,2313,1552,1,341
1303,1700,1334,3,496
1304,3151,865,1,248
1305,1209,1287,3,449
1306,2994,4156,2,210
1307,2543,4618,3,152
1308,1595,309,4,561
1309,3442,1544,2,423
1310,1839,1406,3,324
1311,4860,1573,2,259
1312,3673,2002,2,507
1313,2903,900,4,380
1314,2340,1108,3,241
1315,4522,3306,2,158
1316,2343,4858,4,165
1317,4929,4336,1,228
1318,500,3795,1,244
1319,3628,4321,2,327
1320,845,4375,2,181
1321,3664,3885,2,218
1322,1061,2477,4,565
1323,2682,402,4,252
1324,1421,2094,3,515
1325,750,3248,1,548
1326,1948,3072,2,264
1327,1046,3857,2,362
1328,3412,3702,4,385
1329,4591,1808,4,158
1330,3475,1390,3,466
1331,1227,4400,1,117
1332,2974,2399,2,594
1333,1370,4801,4,551
1334,1039,92,1,107
1335,1788,3233,3,411
1336,1653,2180,1,194
1337,4716,2817,2,290
1338,4723,1313,4,420
1339,4368,4554,2,182
1340,420,4030,1,343
1341,2898,899,4,308
1342,4585,3173,3,191
1343,3303,3093,3,376
1344,796,249,4,554
1345,2810,2240,3,436
1346,467,2633,3,167
1347,4536,3385,4,130
1348,1355,4264,2,346
1349,273,3705,1,261
1350,2750,1198,2,103
1351,3490,1992,1,376
1352,3869,4504,1,408
1353,3652,501,4,215
1354,956,1162,3,192
1355,3410,99,3,128
1356,1920,3129,1,500
1357,2933,2295,1,189
1358,188,713,4,582
1359,208,3915,1,184
1360,74,107,2,597
1361,4769,46,1,149
1362,2620,2444,2,223
1363,1050,3132,4,489
1364,4970,2664,1,244
1365,1882,950,3,318
1366,515,3569,4,588
1367,3329,2722,1,554
1368,280,3799,1,109
1369,2987,3290,2,366
1370,4856,4725,1,226
1371,556,3335,2,365
1372,3380,3222,2,214
1373,291,3318,3,324
1374,4881,4597,3,162
1375,2874,1818,3,127
1376,3019,4045,4,257
1377,1623,2222,3,288
1378,4838,4689,2,497
1379,3552,4268,1,148
1380,4179,958,2,293
1381,3276,4905,3,318
1382,2012,4719,1,521
1383,2690,4815,2,487
1384,83,2386,1,311
1385,3996,1435,2,494
1386,648,3170,1,213
1387,4247,2985,1,402
1388,3693,3257,3,227
1389,1758,1437,4,128
1390,4956,4474,3,196
1391,3340,1433,1,338
1392,3658,1775,1,525
1393,4211,418,3,344
1394,3153,983,2,103
1395,726,1139,1,459
1396,1108,2929,2,329
1397,4983,1234,3,231
1398,2826,4543,4,547
1399,4906,831,4,383
1400,2202,4094,1,585
1401,1841,4289,2,378
1402,4349,2861,3,256
1403,2496,1969,1,558
1404,3945,2472,4,458
1405,825,4802,4,343
1406,4603,4744,2,418
1407,1735,4891,1,136
1408,351,4837,2,525
1409,4914,4338,2,479
1410,2174,1510,1,324
1411,3286,773,3,337
1412,835,3673,4,513
1413,1988,3987,1,434
1414,3822,4197,4,286
1415,3672,2858,3,346
1416,4992,2681,4,490
1417,3003,1779,4,527
1418,2510,2020,2,369
1419,2673,2925,2,418
1420,3443,589,2,112
1421,4159,273,3,391
1422,4847,2930,2,434
1423,4122,2035,4,218
1424,4097,1502,4,576
1425,1938,2106,4,410
1426,298,3577,1,126
1427,2302,4483,4,431
1428,3939,4141,2,123
1429,1595,1282,3,542
1430,3366,815,3,300
1431,3216,1270,4,197
1432,4305,4336,4,228
1433,3298,3485,1,498
1434,1482,1152,4,379
1435,4380,1738,4,586
1436,3675,4372,4,418
1437,3183,2466,1,524
1438,4446,2255,3,275
1439,3152,1576,4,375
1440,3788,833,3,515
1441,1774,1370,1,144
1442,1352,3903,1,139
1443,1318,568,4,335
1444,4280,4256,1,283
1445,2031,4192,1,238
1446,212,3997,3,362
1447,1275,3188,2,519
1448,4263,3284,3,282
1449,3615,599,4,489
1450,3735,44,1,313
1451,1186,3530,4,206
1452,875,1882,3,317
1453,4503,3544,1,468
1454,3464,1884,4,319
1455,2486,381,4,388
1456,4501,2163,3,142
1457,4371,1659,4,110
1458,3399,4484,1,151
1459,4888,2893,4,391
1460,136,2983,1,341
1461,333,876,4,185
1462,1027,3516,3,579
1463,3234,28,1,390
1464,1536,636,4,281
1465,2125,2016,2,538
1466,2233,2125,1,138
1467,3958,587,1,581
1468,2618,3623,1,205
1469,953,4330,2,345
1470,3370,3471,3,206
1471,3354,4425,4,302
1472,1987,3715,2,479
1473,4568,3077,4,480
1474,3464,2396,2,290
1475,165,4010,2,316
1476,1992,3471,4,206
1477,2706,1283,4,361
1478,1740,391,4,289
1479,4260,1944,3,149
1480,104,1951,1,191
1481,4692,2638,2,199
1482,4216,4,1,595
1483,1128,2691,4,240
1484,364,4105,4,125
1485,1570,3539,2,539
1486,369,2748,2,466
1487,3950,1675,2,457
1488,3758,3535,2,246
1489,3398,932,2,424
1490,4231,125,4,415
1491,2093,2866,2,115
1492,1516,259,3,143
1493,595,3669,1,262
1494,1446,3134,1,454
1495,3623,972,3,186
1496,766,4375,2,181
1497,3217,1147,4,473
1498,1341,4685,4,430
1499,1587,2320,3,345
1500,3651,4049,3,227
1501,4632,4598,3,473
1502,634,3341,1,352
1503,4757,893,3,430
1504,459,2616,4,129
1505,2473,4314,2,569
1506,1681,3624,4,270
1507,4851,2207,3,306
1508,1894,360,4,400
1509,2116,1489,1,312
1510,509,291,4,111
1511,736,3027,1,497
1512,2752,4956,2,441
1513,2172,2114,3,287
1514,2844,2205,2,198
1515,292,3859,3,573
1516,4517,3548,2,287
1517,1919,1567,2,194
1518,812,2405,2,226
1519,2098,4627,1,561
1520,2010,480,1,130
1521,4279,4893,4,232
1522,4343,1100,4,118
1523,650,2236,4,410
1524,2598,3763,3,403
1525,561,476,1,365
1526,770,3378,2,386
1527,4652,917,4,480
1528,504,4745,1,369
1529,628,2210,1,298
1530,3385,4898,3,191
1531,3863,2072,2,388
1532,3360,1360,1,404
1533,4257,1308,1,132
1534,2175,2222,4,288
1535,3528,4975,3,493
1536,2538,2822,3,272
1537,2287,4326,2,457
1538,2224,703,3,577
1539,2258,118,2,573
1540,3581,2101,2,555
1541,1996,3264,4,492
1542,634,4668,4,154
1543,501,1961,1,103
1544,1564,4619,4,193
1545,4076,772,1,411
1546,1175,2830,1,264
1547,1599,4209,1,244
1548,2159,1288,1,411
1549,3714,1368,2,440
1550,1985,3595,1,490
1551,520,99,1,128
1552,1918,1047,1,560
1553,1329,4335,2,151
1554,933,3804,3,480
1555,1542,3756,3,141
1556,408,4483,1,431
1557,1532,606,3,528
1558,624,2170,4,208
1559,2767,563,4,255
1560,4648,4001,4,395
1561,2828,20,4,544
1562,4416,4638,2,158
1563,667,3961,1,307
1564,628,1324,2,513
1565,3109,3542,2,386
1566,3277,3158,1,259
1567,1785,3741,2,464
1568,1134,2160,1,203
1569,1510,1315,2,568
1570,3390,2427,3,508
1571,1859,3954,3,599
1572,1616,940,4,265
1573,3854,238,3,198
1574,4706,644,4,192
1575,4575,185,4,216
1576,4684,1831,4,191
1577,3866,1786,2,189
1578,4689,1449,1,486
1579,2412,4578,3,159
1580,309,1382,1,336
1581,4363,362,3,261
1582,1833,1060,3,506
1583,4782,516,2,149
1584,2308,330,3,410
1585,2001,3142,1,446
1586,667,3740,1,212
1587,1685,293,3,496
1588,3077,360,1,400
1589,446,1610,4,199
1590,4384,2572,1,412
1591,1082,1361,4,276
1592,3144,624,4,264
1593,4890,1566,1,188
1594,3752,1921,4,122
1595,4871,1512,1,486
1596,4373,4714,1,371
1597,1546,575,3,490
1598,3646,2002,1,507
1599,4832,397,1,378
1600,3208,2709,3,132
1601,2784,4498,2,250
1602,114,1512,1,486
1603,772,2094,2,515
1604,1013,4783,2,550
1605,3684,4250,3,322
1606,3251,4357,2,346
1607,1253,2693,2,332
1608,3103,2033,4,551
1609,4204,1355,2,514
1610,4378,4735,3,449
1611,2669,2753,1,583
1612,2577,1293,4,373
1613,4091,3736,3,341
1614,1428,4253,3,453
1615,3242,3740,4,212
1616,878,4710,4,105
1617,1199,2477,3,565
1618,454,1909,1,299
1619,4605,2900,2,165
1620,1264,1276,1,293
1621,2144,4363,2,450
1622,3586,59,1,407
1623,4187,3924,4,293
1624,4329,617,4,410
1625,4755,3672,4,339
1626,3059,2219,3,533
1627,2857,1712,3,512
1628,912,1343,2,165
1629,2772,4753,4,476
1630,1468,4933,3,520
1631,441,1024,3,510
1632,996,734,4,521
1633,2112,398,1,316
1634,4101,3087,4,435
1635,3730,969,2,216
1636,3469,462,4,253
1637,4713,138,1,542
1638,3840,762,1,564
1639,4461,2198,4,118
1640,2839,863,3,174
1641,4721,4877,1,304
1642,4603,593,2,365
1643,523,2348,3,403
1644,706,1447,2,383
1645,1760,1443,2,537
1646,250,2807,2,565
1647,4997,3326,2,519
1648,4345,3757,1,472
1649,1375,1337,3,128
1650,1827,802,4,106
1651,2131,2358,1,536
1652,3479,3258,3,363
1653,1104,3940,4,222
1654,3994,4080,4,110
1655,259,3296,1,193
1656,4218,4670,3,490
1657,1148,596,2,347
1658,905,2048,2,116
1659,2140,27,4,284
1660,3179,2429,1,460
1661,4148,131,1,190
1662,4390,3068,2,560
1663,2348,3352,1,490
1664,1592,2333,1,240
1665,2242,737,3,249
1666,3629,3848,3,290
1667,855,1299,4,380
1668,751,1092,3,549
1669,4050,233,1,484
1670,2368,222,2,215
1671,239,453,2,573
1672,2696,4400,2,117
1673,4637,936,4,544
1674,1317,1344,2,545
1675,2305,2312,3,523
1676,108,365,3,452
1677,1605,2790,1,474
1678,1909,1251,4,466
1679,2231,456,2,301
1680,3778,1764,1,497
1681,367,3893,2,186
1682,4927,4424,2,140
1683,2910,3733,1,107
1684,3595,819,3,264
1685,2922,4093,1,134
1686,4269,1966,4,236
1687,1741,3392,1,390
1688,2819,736,2,156
1689,1354,3607,3,523
1690,452,1468,1,557
1691,4567,3515,3,571
1692,4417,3776,3,111
1693,4537,4662,3,553
1694,2447,820,3,331
1695,2236,1715,2,187
1696,3510,516,2,149
1697,885,1429,2,285
1698,3520,3591,2,260
1699,743,844,2,315
1700,2040,4131,4,382
1701,2563,3474,4,404
1702,1261,3136,1,522
1703,4277,2616,3,129
1704,4506,4325,4,498
1705,2335,3980,2,490
1706,386,1277,3,351
1707,603,1512,2,486
1708,443,4901,2,586
1709,3308,4660,1,182
1710,2633,2963,3,495
1711,3968,895,2,155
1712,3302,854,2,141
1713,2302,4436,1,163
1714,4451,2411,3,190
1715,3567,180,4,233
1716,2477,589,3,112
1717,4571,2046,2,400
1718,4011,3226,4,437
1719,2390,2400,1,336
1720,1831,3037,1,595
1721,4074,565,2,587
1722,3415,4765,3,230
1723,4830,4054,2,236
1724,2267,4465,3,429
1725,596,2707,1,302
1726,191,4790,2,419
1727,3463,3967,2,484
1728,644,4455,4,547
1729,4190,3927,2,511
1730,1119,1641,3,318
1731,3768,1651,4,488
1732,1668,503,3,135
1733,1106,2406,4,464
1734,4436,62,1,235
1735,2856,3450,3,303
1736,2160,4548,3,285
1737,4399,3287,2,461
1738,4147,1693,1,476
1739,806,357,4,574
1740,701,596,4,347
1741,3792,1625,1,450
1742,4757,1130,2,571
1743,1801,2442,3,596
1744,1908,4967,3,244
1745,1137,2031,2,160
1746,4132,3173,4,191
1747,623,1832,2,102
1748,2897,3954,3,599
1749,4969,3302,1,526
1750,1416,2571,4,470
1751,2063,93,2,179
1752,2688,4900,3,550
1753,4263,2201,4,238
1754,1689,4450,2,282
1755,4159,879,1,592
1756,203,4704,4,498
1757,1539,1897,1,594
1758,1125,983,3,103
1759,895,2965,4,346
1760,1556,2963,1,495
1761,2451,1111,2,351
1762,787,383,1,451
1763,976,3811,3,544
1764,4930,1548,2,478
1765,4289,2919,1,178
1766,2947,2459,4,465
1767,2200,3444,1,133
1768,3878,1107,4,366
1769,4482,431,4,128
1770,3280,3544,1,468
1771,3037,3434,3,188
1772,4076,2460,4,374
1773,4268,2083,3,241
1774,337,3728,4,135
1775,3668,2123,4,498
1776,2940,2859,1,166
1777,605,284,4,157
1778,2537,727,2,223
1779,666,1782,1,338
1780,2918,337,2,425
1781,1233,3603,2,592
1782,3788,586,4,583
1783,352,1915,3,275
1784,1762,567,1,527
1785,2896,2366,3,233
1786,3767,4971,1,307
1787,4571,1652,2,313
1788,2525,1321,4,463
1789,1150,1791,4,234
1790,4539,2882,4,345
1791,4351,955,3,464
1792,70,2067,4,338
1793,578,3952,4,389
1794,4591,2862,3,264
1795,4085,2238,3,250
1796,4877,63,4,186
1797,2451,1014,4,341
1798,4947,1990,2,414
1799,129,1903,4,228
1800,1507,1805,3,278
1801,4089,3326,1,519
1802,1649,3699,4,300
1803,3168,1026,1,494
1804,2549,878,4,368
1805,1480,3358,4,529
1806,1803,132,2,568
1807,8,2653,4,551
1808,220,993,3,557
1809,725,1071,4,289
1810,4198,1760,1,419
1811,2050,2597,4,205
1812,3786,3100,3,162
1813,3913,2950,4,195
1814,2743,902,1,454
1815,771,3485,4,498
1816,4930,4438,2,441
1817,740,66,4,102
1818,4296,4703,1,237
1819,4122,3765,1,172
1820,2018,3142,1,446
1821,4198,2794,2,391
1822,197,3333,4,273
1823,510,2580,1,382
1824,1996,1420,2,550
1825,1015,4454,2,146
1826,3102,1416,1,563
1827,923,376,3,211
1828,2347,178,4,373
1829,3205,235,1,178
1830,1792,2913,4,498
1831,1556,762,2,564
1832,21,3879,4,526
1833,1923,1283,3,361
1834,1065,1264,4,186
1835,1984,3575,1,126
1836,1900,3614,1,446
1837,3544,4447,1,484
1838,967,4637,4,234
1839,2507,3384,1,493
1840,514,3010,4,205
1841,3575,1623,4,355
1842,3116,2879,1,549
1843,41,30,3,191
1844,263,309,1,561
1845,1033,1510,2,324
1846,3125,2094,2,515
1847,1820,3431,3,117
1848,128,137,2,268
1849,2579,775,3,561
1850,4621,1599,4,109
1851,4853,1455,2,390
1852,3014,2604,3,224
1853,3212,2481,1,199
1854,894,847,2,213
1855,2807,207,2,315
1856,2280,2494,3,578
1857,4184,3131,4,479
1858,2814,1230,3,531
1859,1788,4692,3,416
1860,4733,2797,2,453
1861,2249,3230,3,130
1862,3034,1128,1,571
1863,2409,4948,3,550
1864,2180,4651,1,263
1865,177,1203,1,126
1866,3124,2406,3,464
1867,22,1288,4,411
1868,653,4851,1,535
1869,3391,549,1,233
1870,783,3946,1,469
1871,168,3930,4,204
1872,1062,1388,3,476
1873,873,1274,4,417
1874,1782,3264,3,492
1875,1397,807,1,457
1876,632,1928,2,265
1877,1602,3134,1,454
1878,2882,3982,3,110
1879,1451,2100,4,542
1880,1864,1746,1,112
1881,722,4409,1,106
1882,4536,3989,3,221
1883,3337,4484,3,151
1884,243,1226,2,264
1885,2649,2067,1,338
1886,4639,95,1,261
1887,4373,130,1,453
1888,4646,3269,2,467
1889,403,1954,2,438
1890,1454,2308,1,519
1891,997,987,3,332
1892,4172,3111,4,564
1893,3151,3573,1,242
1894,4414,817,1,328
1895,3502,2601,1,348
1896,1187,2170,3,208
1897,1382,1780,2,524
1898,4425,757,4,492
1899,1855,1168,4,430
1900,1905,2595,2,312
1901,3667,3105,1,593
1902,1949,406,1,372
1903,4034,1853,4,415
1904,4572,2412,4,229
1905,3528,3028,1,360
1906,1753,4088,3,587
1907,1738,163,1,259
1908,1814,2812,3,316
1909,1955,4647,1,400
1910,4010,131,4,190
1911,538,3168,1,416
1912,2391,2701,1,184
1913,1790,3056,2,572
1914,1191,2318,1,194
1915,3937,2952,1,441
1916,1496,4883,1,489
1917,2188,2413,4,116
1918,4524,1934,1,481
1919,3371,3506,3,516
1920,1260,2659,3,172
1921,4076,3133,1,391
1922,3031,2980,4,122
1923,4696,1347,3,499
1924,97,3801,1,313
1925,4574,2637,1,588
1926,4587,45,3,133
1927,1320,347,4,527
1928,4502,4810,4,566
1929,715,3794,3,194
1930,2495,4743,1,112
1931,2747,2417,4,385
1932,4044,4454,2,146
1933,585,2543,1,444
1934,954,60,4,309
1935,2898,2346,1,110
1936,2031,4327,2,395
1937,594,2845,3,346
1938,1832,3767,2,252
1939,356,448,1,340
1940,1677,2416,3,209
1941,3119,4079,2,253
1942,112,4650,4,191
1943,3735,3036,2,238
1944,4471,2325,1,390
1945,845,4927,4,236
1946,2174,4058,2,328
1947,3079,38,1,537
1948,2610,1231,3,155
1949,1384,289,2,314
1950,3971,4798,3,494
1951,362,2382,4,402
1952,679,204,3,423
1953,2812,1044,1,380
1954,2823,1621,4,312
1955,1732,2960,2,191
1956,1288,2444,3,223
1957,4896,3837,4,153
1958,275,3124,4,169
1959,906,3732,2,206
1960,1883,3258,2,363
1961,492,3757,2,472
1962,4755,4449,2,172
1963,541,1138,3,349
1964,2887,2562,4,443
1965,4416,546,2,311
1966,456,4378,4,502
1967,651,673,4,293
1968,1313,760,1,283
1969,1305,1345,1,246
1970,4513,520,2,288
1971,3610,4206,2,409
1972,804,3616,1,509
1973,798,4776,4,595
1974,3385,1602,2,356
1975,4705,3615,3,401
1976,2013,1823,2,322
1977,2841,2025,2,563
1978,3063,1185,3,484
1979,1081,3774,2,209
1980,1314,380,4,117
1981,2646,2128,3,109
1982,3635,1295,3,329
1983,2054,616,1,500
1984,3515,436,4,144
1985,310,3150,1,431
1986,785,1548,4,478
1987,1615,4891,2,136
1988,823,1135,1,483
1989,1328,452,2,496
1990,58,4356,2,480
1991,1249,2706,1,379
1992,1450,712,1,314
1993,518,3690,2,496
1994,2078,1979,2,302
1995,151,3961,4,307
1996,4644,3798,2,478
1997,2158,2700,3,256
1998,3674,167,2,599
1999,2514,4589,2,597
2000,2285,2120,2,185
2001,1395,2547,1,450
2002,1706,1109,1,415
2003,1173,1841,3,515
2004,2422,2939,2,183
2005,600,2855,4,324
2006,3505,3215,4,127
2007,2300,891,2,215
2008,4016,1335,2,300
2009,1497,3441,2,335
2010,3118,1720,2,364
2011,4703,2861,2,256
2012,435,971,1,550
2013,2659,3513,3,480
2014,3700,67,1,114
2015,2324,3846,4,260
2016,2896,838,1,385
2017,1532,927,1,379
2018,3167,3606,3,433
2019,4763,341,4,264
2020,782,3750,4,501
2021,1426,102,2,104
2022,4929,3386,3,270
2023,2552,1134,1,118
2024,3487,2390,1,420
2025,2324,828,1,206
2026,4422,2727,4,239
2027,557,2182,4,460
2028,513,385,1,380
2029,3219,598,4,459
2030,4152,9,2,350
2031,4116,4232,1,232
2032,3542,1314,1,162
2033,2900,979,2,516
2034,4097,3724,4,575
2035,2961,2091,1,390
2036,4944,3177,2,462
2037,1253,1848,3,211
2038,725,3103,2,577
2039,1307,3754,1,473
2040,760,3745,2,177
2041,227,1789,4,238
2042,4798,1243,1,444
2043,308,2008,1,387
2044,3379,113,4,444
2045,3010,3767,4,252
2046,1518,3332,4,324
2047,1532,3543,3,152
2048,1845,1364,1,112
2049,2669,2920,1,136
2050,4749,3996,1,290
2051,797,2294,2,135
2052,4576,3376,1,113
2053,1780,3960,1,510
2054,4993,3433,4,142
2055,586,1350,4,168
2056,1379,308,4,201
2057,4358,1347,1,499
2058,4791,867,4,240
2059,3811,4807,3,238
2060,4032,1513,4,355
2061,2725,2284,3,393
2062,1848,4025,2,279
2063,2238,3779,3,293
2064,1042,868,3,281
2065,4840,1383,2,295
2066,3486,3615,3,401
2067,243,2073,1,380
2068,2101,2863,1,283
2069,1250,984,4,217
2070,1738,1025,4,387
2071,3670,2406,4,464
2072,1919,118,4,573
2073,4415,2527,1,278
2074,2755,2161,4,453
2075,1393,1219,3,550
2076,248,1044,2,380
2077,4273,2506,3,333
2078,1686,3815,2,206
2079,1932,3520,1,119
2080,4017,2688,2,273
2081,4109,3157,4,387
2082,3433,576,1,280
2083,4385,3346,4,519
2084,4527,2848,3,529
2085,3985,403,3,579
2086,3823,253,4,572
2087,2082,1630,2,596
2088,1348,2710,3,397
2089,4737,4765,2,230
2090,133,4824,3,314
2091,3624,3332,4,324
2092,1855,4044,4,599
2093,2945,2660,3,125
2094,401,979,3,516
2095,606,3817,2,488
2096,4707,2727,2,239
2097,132,569,2,415
2098,4489,4639,4,222
2099,4909,4615,3,433
2100,4677,4106,1,211
2101,4507,4253,2,453
2102,4441,2773,1,589
2103,804,4237,4,383
2104,3268,4055,2,417
2105,4290,2687,2,539
2106,3634,3999,1,460
2107,2677,137,1,268
2108,1216,4787,3,374
2109,2478,1424,1,138
2110,2265,1466,4,149
2111,970,3339,2,239
2112,601,4772,1,315
2113,4456,3833,4,573
2114,1333,1537,1,303
2115,2717,2325,1,390
2116,4517,3756,1,141
2117,782,1380,3,176
2118,3809,933,2,550
2119,1435,3846,2,260
2120,4339,1068,2,162
2121,1017,2939,3,183
2122,2220,211,1,102
2123,2703,2391,2,250
2124,3907,2807,2,565
2125,2817,4604,1,385
2126,3992,232,2,251
2127,460,804,1,229
2128,3641,1194,3,428
2129,532,3476,2,157
2130,1978,234,2,321
2131,3278,2568,1,341
2132,3765,2148,4,470
2133,291,2356,3,118
2134,3576,2851,2,112
2135,4755,1724,1,480
2136,4650,4483,3,431
2137,2476,1147,1,473
2138,513,132,4,568
2139,1640,2110,2,283
2140,255,832,4,297
2141,4817,3762,2,519
2142,2638,732,4,451
2143,1966,403,2,579
2144,51,1618,1,353
2145,800,4110,3,150
2146,100,270,2,115
2147,1748,1155,2,459
2148,2512,2349,1,468
2149,237,2752,4,278
2150,472,1984,2,180
2151,2205,4523,4,384
2152,139,2164,1,308
2153,2863,2284,2,393
2154,1384,4164,3,296
2155,3096,2791,2,532
2156,4502,4063,1,171
2157,1713,4487,4,262
2158,951,2152,2,140
2159,3797,2662,1,338
2160,2374,773,1,337
2161,1358,1967,1,437
2162,4425,2352,4,180
2163,1700,2427,4,508
2164,2137,3247,3,556
2165,4111,3477,3,190
2166,3373,4184,2,555
2167,634,2678,1,272
2168,1884,4721,3,568
2169,2317,2925,4,418
2170,1129,3893,1,186
2171,2387,2780,2,281
2172,392,2463,1,340
2173,169,455,3,316
2174,3089,3635,3,384
2175,2053,3247,1,556
2176,3966,4305,4,579
2177,3209,3385,1,130
2178,4715,2419,1,447
2179,1186,2851,1,112
2180,4865,2134,1,292
2181,2728,4743,1,112
2182,3510,2869,4,590
2183,4478,3338,2,234
2184,4578,1722,2,539
2185,3427,2027,3,170
2186,4721,1187,4,352
2187,1714,1151,1,129
2188,2513,2875,4,117
2189,3262,4213,2,111
2190,4590,1430,1,580
2191,2679,649,4,169
2192,282,356,3,392
2193,4927,2824,2,349
2194,430,3386,1,270
2195,2629,3967,1,484
2196,4954,3935,1,517
2197,4349,3935,1,517
2198,4659,1192,1,294
2199,3213,3484,1,335
2200,4633,4165,4,475
2201,2946,267,3,575
2202,2318,4911,4,400
2203,3985,1881,4,568
2204,3433,1549,1,485
2205,2664,382,1,260
2206,936,1636,4,524
2207,2343,4470,2,388
2208,1689,685,1,367
2209,883,4602,1,347
2210,2520,2285,2,242
2211,817,3659,4,585
2212,3233,2373,2,234
2213,3867,2638,1,199
2214,2847,4850,3,476
2215,4976,1952,2,448
2216,678,1446,2,135
2217,2255,4828,1,590
2218,2984,21,2,411
2219,2490,4401,1,199
2220,2315,3425,3,524
2221,2447,4700,3,599
2222,1889,1010,4,587
2223,1721,4541,1,535
2224,1904,1082,3,349
2225,224,2649,1,516
2226,4761,4853,2,423
2227,935,4420,2,530
2228,1313,2464,1,233
2229,1309,3757,1,472
2230,226,2453,2,546
2231,200,3995,1,411
2232,4600,3968,2,107
2233,4107,3742,4,355
2234,2885,3914,4,596
2235,2325,3797,4,550
2236,3994,385,1,380
2237,3934,4105,2,125
2238,1598,2563,3,254
2239,5,2218,3,143
2240,280,147,2,331
2241,3020,3590,2,363
2242,2365,1927,2,133
2243,127,3755,2,524
2244,4400,80,2,413
2245,2797,4900,3,550
2246,4827,3538,4,435
2247,3250,1760,2,419
2248,3902,978,1,399
2249,4586,4903,4,306
2250,4533,2805,3,566
2251,3702,1586,2,345
2252,483,4391,1,474
2253,3040,1154,3,154
2254,4411,613,4,402
2255,1508,2931,4,562
2256,3169,1811,1,356
2257,939,3579,2,496
2258,17,4165,1,475
2259,4543,4652,1,243
2260,4375,2957,3,545
2261,3943,4596,1,518
2262,4548,3207,1,465
2263,2714,830,4,435
2264,4702,4598,3,473
2265,3886,974,2,480
2266,3618,3417,4,384
2267,1034,730,1,125
2268,1812,901,2,468
2269,2008,660,3,280
2270,4197,761,4,115
2271,470,332,2,157
2272,1325,959,1,295
2273,3278,3492,1,187
2274,1625,1759,2,464
2275,1236,4409,4,106
2276,119,1856,2,479
2277,1884,3210,1,593
2278,2005,355,3,393
2279,788,2273,4,460
2280,2476,4710,1,105
2281,2768,4195,1,391
2282,1428,4891,2,136
2283,243,2439,1,283
2284,4039,3163,4,225
2285,4723,3881,2,478
2286,3914,204,3,423
2287,16,3966,1,531
2288,4612,1774,4,199
2289,2783,609,4,492
2290,1824,2681,3,490
2291,4924,1141,4,473
2292,11,4162,4,374
2293,279,2179,3,176
2294,2943,4875,1,496
2295,4429,4997,4,186
2296,2792,4924,2,581
2297,2086,739,4,499
2298,1107,2701,2,184
2299,32,3724,4,575
2300,3126,658,1,583
