restaurant_id,restaurant_name,city,cuisine_type,rating
1192,Mullins-Aguilar,Lake Anthonychester,Fast Food,4.7
1193,Logan and Sons,South Hannah,Biryani,3.5
1194,"Brown, Carpenter and Beasley",West Karenborough,Biryani,3.9
1195,"Sanders, Garrett and Avila",South Lori,North Indian,4.1
1196,Woodward-Hill,East Alyssa,South Indian,4.3
1197,Becker Ltd,Gonzalestown,Chinese,4.6
1198,Ramos-Alvarez,North Cheyenneton,South Indian,3.8
1199,"Rowe, Morton and Graham",Thomaschester,Biryani,4.3
1200,"Montgomery, Reyes and Finley",Perryberg,Biryani,3.3
1201,Gibbs Inc,Derekfurt,Italian,4.9
1202,Taylor and Sons,Wendyhaven,North Indian,3.8
1203,Bishop-Taylor,Port Rachelburgh,Italian,4.5
1204,Gonzales PLC,Lake Adam,Italian,3.0
1205,"Cameron, Cline and Burton",South Sean,Italian,3.4
1206,Mayer-Kelly,East Angelastad,North Indian,4.0
1207,Allen-Lynch,New Megantown,North Indian,4.8
1208,Ruiz Inc,Tammieberg,Fast Food,4.1
1209,Sharp-Carpenter,Kinghaven,South Indian,4.9
1210,Lewis-Rogers,Thompsonchester,South Indian,4.0
1211,Barnett Group,Jamestown,Fast Food,4.0
1212,Jones and Sons,Stanleymouth,Fast Food,3.2
1213,Morgan Ltd,Andersonfort,Biryani,4.6
1214,Kim and Sons,Kentside,Italian,3.5
1215,Harris-Mullins,Valenzuelaview,Fast Food,4.8
1216,Williams and Sons,Zacharyberg,Chinese,4.8
1217,Young-Mendoza,Seanport,South Indian,4.9
1218,Wise Group,North Sean,Fast Food,4.0
1219,"Harmon, Chase and Cortez",Amyville,Chinese,4.4
1220,Barrera-Galloway,Lake Tinaton,Chinese,4.6
1221,Ford Ltd,Port Nathan,Chinese,3.3
1222,Knight-Stein,North Rebeccaside,Biryani,4.2
1223,Maxwell Inc,Erichaven,Biryani,3.1
1224,Blair Ltd,East Joelside,Chinese,4.0
1225,Griffin-Griffin,Port Alyssa,Biryani,3.3
1226,Jenkins-Brown,West Andrew,Italian,3.4
1227,Nelson Ltd,North Jennifer,Chinese,3.7
1228,Haynes Group,West Michaelfurt,Italian,3.9
1229,"Martinez, Parker and Holmes",Lake Timothyland,Italian,4.2
1230,Gross-Miller,Port Lauren,Chinese,3.1
1231,"Walsh, Moore and Preston",Jennifermouth,South Indian,4.0
1232,Blackwell-Hamilton,East Andrew,Chinese,3.4
1233,"Vega, Small and Jones",New Daniel,Chinese,4.1
1234,"Buck, Crosby and Miller",East Eduardo,Biryani,4.3
1235,Costa-Cherry,Manningview,Chinese,4.1
1236,Wong-May,Powellchester,South Indian,4.5
1237,Johnson-Fowler,Smithview,Biryani,3.7
1238,"Reed, Jones and Hamilton",Stevenfort,North Indian,4.5
1239,Cook-Harper,Zamorafurt,North Indian,3.9
1240,"Rosales, White and Harris",East Melissa,Italian,4.0
1241,Ramirez PLC,Johnborough,Italian,4.3
1242,"Ramos, Snyder and Long",Lake Dana,South Indian,3.0
1243,"Ward, Martinez and Mendez",Kellymouth,Fast Food,4.3
1244,Edwards-Davis,Meghanview,North Indian,4.2
1245,"Guerra, Robinson and Perez",Port Maria,Italian,3.6
1246,Bolton PLC,Danielshire,North Indian,3.2
1247,Johnson-Hamilton,West Dustinville,South Indian,3.2
1248,Walters-Allen,New Melissaport,South Indian,4.8
1249,"Kerr, Taylor and Campbell",South Misty,Fast Food,4.4
1250,Clark-Acevedo,Lynntown,Fast Food,3.3
1251,Berry Ltd,Amandaburgh,Biryani,3.7
1252,Morgan-Meyers,Figueroafort,South Indian,4.2
1253,Johnson and Sons,East Angelaside,Italian,4.7
1254,Fischer-Beard,North Patrickfurt,North Indian,3.1
1255,Miller-Taylor,Pamland,Chinese,3.5
1256,"Allen, Cook and Murray",Lake Danielberg,Fast Food,4.8
1257,Pugh Ltd,Lake Michael,Chinese,3.0
1258,Phelps-Johnson,North Rebeccaport,Italian,3.4
1259,Macias-Blanchard,Randyburgh,Fast Food,4.9
1260,"Hughes, Jimenez and Bernard",Evansland,Chinese,4.2
1261,Weeks-Thomas,South Tiffany,Italian,3.5
1262,"Pineda, Lee and Pacheco",Jennashire,North Indian,3.1
1263,"Smith, Lamb and Cruz",Lake Lori,Italian,3.1
1264,Santiago Inc,Lake Kevinfort,Biryani,3.5
1265,James Inc,Randallfort,Fast Food,4.8
1266,Mcdaniel LLC,Kaufmanhaven,South Indian,3.8
1267,Alexander-Patel,Michealmouth,North Indian,4.4
1268,"Maldonado, Gutierrez and Myers",Ramirezport,Chinese,4.8
1269,Brooks PLC,Mooremouth,Fast Food,3.8
1270,Brown-Navarro,Castillobury,South Indian,3.4
1271,Wilson Inc,Robertamouth,Italian,4.0
1272,Martin Ltd,Maryfort,South Indian,4.8
1273,Mitchell LLC,East Carolyn,Fast Food,4.6
1274,Montgomery-Wilson,Nicoleborough,Fast Food,3.1
1275,"Brady, Nelson and Gutierrez",Lesliehaven,Biryani,4.4
1276,"Miller, Taylor and Simpson",Brooksview,Biryani,4.1
1277,Smith Inc,Edwardhaven,South Indian,4.8
1278,Hunt LLC,Melanieberg,Italian,3.2
1279,Marshall Group,Pattonhaven,South Indian,4.1
1280,"Watkins, Jenkins and Boyd",New Juliemouth,Fast Food,4.8
1281,Munoz LLC,Garciastad,Fast Food,3.8
1282,"Stevenson, Hill and Patrick",West Henry,Chinese,4.0
1283,"Taylor, Hartman and Hill",Petersenstad,Biryani,3.1
1284,"Welch, Powers and Stanley",New Andrea,Chinese,3.6
1285,Warren-Hicks,North Scottfurt,North Indian,3.6
1286,"Campbell, Martin and Myers",Liufurt,Fast Food,4.9
1287,Morales Inc,Lake Ashleyport,Chinese,3.6
1288,Callahan Inc,Tiffanyberg,South Indian,3.9
1289,Jackson-Thornton,East Kimberly,Biryani,4.3
1290,Romero and Sons,Port Sherry,Biryani,3.3
1291,Weeks-Willis,Johnsonhaven,Italian,4.0
1292,Morales-Johnson,South Matthewmouth,South Indian,4.5
1293,Smith-Stevenson,West Franklin,Italian,4.7
1294,Duran-Powers,Kellymouth,Chinese,4.3
1295,Wang Group,Lake Kellyberg,North Indian,4.3
1296,Chang LLC,Joetown,South Indian,3.3
1297,Coleman-Lee,East Daniel,South Indian,4.9
1298,Williams-Brooks,Port Reginaldview,South Indian,3.3
1299,Smith-Morris,South Michele,Italian,4.5
1300,Brown Group,Melissamouth,Chinese,3.5
1301,"Wilkins, Anderson and Bailey",Coreyfort,South Indian,4.9
1302,"Nichols, Hoffman and Norris",Turnerfort,South Indian,4.4
1303,Williams Group,Dickersonstad,Biryani,4.5
1304,"Gardner, James and Oliver",Port Tiffany,North Indian,3.4
1305,"Hull, Shea and Greene",South Andrewburgh,Biryani,3.9
1306,Rojas-Kennedy,Port Ericaburgh,Biryani,4.2
1307,"Collins, May and Reeves",Port Kevinville,North Indian,4.5
1308,Johnson-Tran,Kathleenbury,Chinese,3.2
1309,Kemp Ltd,New Shannonton,Biryani,4.9
1310,"Vega, Hunter and Martin",Stephensville,Chinese,4.8
1311,Mitchell PLC,Solisfurt,Biryani,3.5
1312,Hickman-Page,Johnsonborough,Fast Food,4.6
1313,"Reynolds, Williams and Walsh",East Nicolehaven,North Indian,4.0
1314,"Greer, Logan and Harris",Lauraburgh,Biryani,3.9
1315,Patterson-Evans,Kentmouth,Fast Food,3.6
1316,Leonard PLC,Mckenziestad,Italian,4.2
1317,"Mathews, Sanchez and Palmer",Johnsonbury,Fast Food,4.5
1318,"Owens, Harris and Smith",Carpenterland,South Indian,3.8
1319,King-Larson,New Ruben,Biryani,4.3
1320,Hudson-Carter,New Natalie,Fast Food,4.4
1321,"Gamble, Schneider and Thompson",East Justinville,Chinese,4.4
1322,Morales Ltd,Richardton,Italian,3.1
1323,Smith-Ward,East Robert,Biryani,4.7
1324,Thompson and Sons,Rickyborough,South Indian,3.9
1325,Perez-Johns,East Taylor,Fast Food,3.5
1326,Morgan-Myers,Port Kelly,Italian,3.5
1327,Walker-Coleman,New Richardfurt,Biryani,4.0
1328,Smith-Campbell,Kimberg,Italian,4.8
1329,"Bishop, Peterson and King",Rodriguezview,South Indian,3.8
1330,Parker-Fisher,Williamsfurt,Fast Food,4.5
1331,Gilbert Ltd,Jasonfort,Italian,3.2
1332,Collins-Gonzalez,Christophermouth,Italian,4.0
1333,Camacho-Foster,Rodriguezport,North Indian,5.0
1334,"Alexander, Wright and Chapman",North Andrewborough,Italian,4.5
1335,"Stephens, Moran and Berry",Pottsburgh,North Indian,3.4
1336,Chambers-Moyer,Abigailstad,Fast Food,4.0
1337,"Espinoza, Washington and Brown",Frenchview,Biryani,3.5
1338,Pearson-Perry,Haynesborough,Biryani,3.8
1339,Castro-Johnson,Mackberg,Fast Food,4.6
1340,"King, Smith and Pena",Hintonshire,Fast Food,4.5
1341,"Underwood, Gonzalez and Nicholson",Stephenview,Chinese,3.5
1342,"Marshall, Green and Smith",Mcdonaldmouth,Fast Food,4.8
1343,Wilson-Hernandez,Troyview,Italian,4.2
1344,Thomas and Sons,East Sandra,Biryani,3.8
1345,"Washington, Carlson and Brown",Westbury,South Indian,4.0
1346,Walker-Hart,Rileyville,Biryani,4.2
1347,Johnson Ltd,Breannatown,North Indian,4.1
1348,Sanchez-Clark,Glendaberg,Biryani,4.0
1349,"Kelly, Ferguson and Flores",South Kelly,Chinese,4.0
1350,Stevenson PLC,Port Aaron,Fast Food,3.4
1351,"Brown, Jones and Jackson",Port John,Fast Food,4.6
1352,"Ruiz, Gutierrez and Reed",Hillbury,Biryani,4.1
1353,Lee-James,Lake Sarah,South Indian,3.3
1354,"Smith, Arias and Wolf",Novakview,South Indian,4.5
1355,Simmons Inc,Smithberg,Chinese,4.9
1356,Landry-Coleman,Claudiaside,North Indian,4.9
1357,"Hickman, Novak and Simpson",Jacksonview,Biryani,3.7
1358,Gonzales LLC,Lake Anthonyfort,Fast Food,3.3
1359,Hinton LLC,Port Haley,Biryani,4.0
1360,Mccormick LLC,Kimberlyside,Chinese,3.2
1361,Rodriguez Inc,Patelbury,Italian,4.9
1362,Reilly Group,Staffordfort,Italian,3.4
1363,Gonzalez Ltd,North Anthony,Chinese,3.5
1364,Davis-Gay,South Josephshire,Fast Food,3.8
1365,"Russell, Armstrong and Berg",Piercestad,Chinese,3.8
1366,Jones Group,Jasonfurt,Fast Food,4.6
1367,Peters LLC,Riverastad,South Indian,3.9
1368,Ramos-Boyd,Tatefort,Chinese,3.3
1369,Patel-Holmes,Gordonview,Fast Food,3.5
1370,Klein-Ferrell,Russellshire,Chinese,4.0
1371,"Sanchez, Little and Morgan",Dominicville,Chinese,3.3
1372,Quinn and Sons,Kirbyview,Fast Food,4.2
1373,Lin-Mccann,Seanmouth,Fast Food,4.1
1374,Richardson Inc,Schneiderville,North Indian,4.4
1375,Bradshaw-Greer,West Heatherview,Chinese,4.9
1376,"Dawson, Daniel and Daniels",Bentleyburgh,Italian,4.8
1377,"Duran, Schroeder and Ramsey",Port Shannon,Chinese,4.9
1378,"Meza, Harvey and Holloway",North Stacyland,Chinese,3.5
1379,"Wade, Moreno and Turner",West Marissa,Fast Food,3.3
1380,"Chapman, Morgan and Pierce",New Crystal,Chinese,3.6
1381,Perkins-Shaffer,Staceyland,Biryani,4.8
1382,"Morris, Anderson and Smith",Harrelltown,Chinese,4.9
1383,Mcgee-Jones,East Williamville,Biryani,4.7
1384,"Thompson, Allen and Smith",Josephport,Italian,3.2
1385,Robertson Ltd,West Isabellaberg,Fast Food,4.9
1386,"Cisneros, Solis and Sanders",Robertsport,Chinese,3.8
1387,Gutierrez-Powell,Rogerbury,Biryani,3.0
1388,"Bowen, Anderson and Daugherty",Edwinfort,Biryani,3.9
1389,Smith Inc,Palmerbury,Biryani,3.1
1390,Woods PLC,New Jaime,South Indian,4.1
1391,Turner Inc,Jamesbury,North Indian,3.7
1392,Howell-Phelps,Charlesfurt,Italian,3.9
1393,Campbell Ltd,Lake Jenniferville,Chinese,4.2
1394,Phillips-Olsen,Lake Jerry,South Indian,4.7
1395,"Rogers, Miller and Klein",Coxburgh,Chinese,4.3
1396,"Pennington, Miller and Young",Thomasstad,Chinese,3.9
1397,"Hawkins, Rivers and Rodriguez",Acostabury,Fast Food,4.6
1398,Hill-Ali,Bradyborough,Fast Food,4.8
1399,Clayton Inc,Donaldtown,Fast Food,3.2
1400,Cox LLC,Port Natashaview,South Indian,4.1
1401,Nelson Ltd,Lake Johnborough,Chinese,3.6
1402,Carter-Robertson,Charleshaven,North Indian,3.1
1403,Martinez-Schmidt,North Wayne,Italian,4.3
1404,"Jones, Carter and Johnson",Bowmanberg,Fast Food,4.7
1405,Oneill-Castro,Rodriguezfort,Fast Food,3.3
1406,Powell Ltd,Stephaniefurt,Chinese,4.6
1407,"Thomas, Torres and Guerrero",Mitchellfort,Chinese,4.7
1408,Reynolds Ltd,Port Tonyamouth,South Indian,4.8
1409,Thompson PLC,Wayneshire,South Indian,3.5
1410,"Bradley, Jackson and Powell",Christophermouth,Fast Food,4.8
1411,Garcia and Sons,Strongside,Chinese,3.6
1412,Lara-Hooper,North Valerieland,North Indian,4.1
1413,Singleton Ltd,South Robert,Italian,3.1
1414,Hays Ltd,East Williamshire,Chinese,3.1
1415,"Paul, Price and Stone",Kimberlychester,Chinese,4.4
1416,Wells LLC,North Michelle,Biryani,3.9
1417,Morgan-Thompson,Gregoryton,South Indian,3.5
1418,"Mckee, Ellison and Pham",West Jack,Italian,3.4
1419,"White, Smith and Neal",Melindaview,Fast Food,4.3
1420,"Mendoza, Brown and Walker",Morganport,Chinese,3.0
1421,Valenzuela LLC,New Alexanderfort,Fast Food,4.6
1422,Johnson-Duncan,New Deborah,Chinese,3.2
1423,"Rose, Graham and Watkins",Stephentown,Fast Food,3.4
1424,Ramos-Richardson,Robinville,Italian,3.8
1425,White-Hayes,South Matthewborough,South Indian,4.0
1426,Myers-Berg,Port Ashley,Italian,3.7
1427,"Smith, Coffey and Erickson",Greenside,Biryani,3.6
1428,"Garner, Hardin and Mosley",Brandonville,North Indian,4.9
1429,Sanders Group,Guzmanmouth,South Indian,4.3
1430,"Smith, Lee and Williams",Bakerville,Italian,3.0
1431,"Henderson, Ashley and Navarro",Stoutmouth,Biryani,3.9
1432,Moore Group,Laurieborough,North Indian,4.8
1433,"Roberts, Gordon and Oneill",East Ryanbury,Biryani,3.6
1434,"Pham, Dillon and Waters",Lake Amy,Chinese,3.2
1435,Estrada and Sons,Stephaniehaven,Chinese,4.5
1436,"Robbins, Black and Fields",West Jason,Fast Food,4.2
1437,Richards Group,Fosterview,South Indian,4.1
1438,"Barnes, Jackson and Skinner",West Alexandria,Chinese,3.1
1439,Porter-Wade,Port Jessica,Biryani,3.3
1440,Blair Inc,Fitzpatrickville,South Indian,4.2
1441,"Lopez, Martinez and Parker",Shannonborough,Chinese,3.4
1442,Rodriguez Group,Craigchester,Fast Food,4.0
1443,Molina and Sons,Myersshire,Italian,4.1
1444,Roberts-Mason,Angelaborough,Fast Food,3.6
1445,Acevedo-Ramos,Gonzaleztown,North Indian,4.9
1446,Lewis Ltd,South Kathrynton,Chinese,4.7
1447,Hall-Phelps,North Robert,North Indian,4.4
1448,"Lawson, Ward and Garcia",West Brianstad,North Indian,3.2
1449,Miller-Maldonado,Maryfurt,Biryani,3.2
1450,"Scott, Anderson and Duran",Munozport,South Indian,4.0
1451,Wilkerson LLC,Julieville,Biryani,3.3
1452,Anthony PLC,West Aliciaview,Chinese,5.0
1453,Robinson Group,North Erica,North Indian,3.3
1454,Harrison and Sons,Wallaceberg,Italian,4.0
1455,"Rodriguez, Blake and Arroyo",Amyport,North Indian,3.7
1456,Osborne PLC,Port Johnside,Italian,4.3
1457,"Avery, Hayes and Rivera",Crystalfurt,Biryani,3.3
1458,Taylor-Mendez,Cassidyburgh,Biryani,3.9
1459,Brown and Sons,Jessicaland,South Indian,3.5
1460,Jordan and Sons,Hallhaven,North Indian,4.8
1461,"Rogers, Adams and Hawkins",Leeborough,Fast Food,3.1
1462,Rodriguez-Doyle,Nguyenville,Biryani,4.8
1463,"Nguyen, Martin and Salazar",Port William,Biryani,4.7
1464,Smith and Sons,Kimberlytown,South Indian,3.6
1465,"Diaz, Wilson and Pearson",North Feliciashire,Italian,4.6
1466,Walker-Dunn,Wallacechester,South Indian,3.1
1467,Thomas and Sons,Lake Johnton,North Indian,4.9
1468,Shepherd PLC,Port Marcusshire,Chinese,4.1
1469,Sellers-Wood,South Thomasstad,Chinese,3.6
1470,Hicks-Martinez,Port Leslieview,Italian,3.7
1471,"Evans, Campbell and Mclaughlin",Port Randyside,Biryani,3.1
1472,Levine-Adkins,Lake Josemouth,Italian,5.0
1473,Nichols Inc,South Christopherside,Biryani,3.1
1474,Webb Inc,Ninatown,Biryani,4.3
1475,Hartman LLC,South Barbaratown,Chinese,3.9
1476,"Simpson, Reynolds and Torres",South Jamesfort,Italian,4.9
1477,"Bonilla, Sutton and Myers",Deannamouth,South Indian,3.5
1478,Zamora-Rodriguez,East Kimberlyshire,Biryani,4.1
1479,"Beck, Kim and Martin",New Patriciaview,Fast Food,4.0
1480,Olson Ltd,South Jacobfort,Fast Food,4.4
1481,Holmes Inc,Emilymouth,South Indian,3.1
1482,"Jensen, Berry and Jimenez",Port Katherineshire,Fast Food,3.4
1483,Bean Group,West Patricia,North Indian,3.4
1484,"Stone, Gibson and Haas",Arnoldberg,Biryani,4.5
1485,"Woods, Barnes and Bell",Cindyland,South Indian,3.4
1486,"Davidson, Hawkins and Briggs",New Deborahmouth,Italian,4.1
1487,Barnes and Sons,Lake Emily,Biryani,3.4
1488,"Cuevas, Moore and Miller",Howardfurt,South Indian,4.7
1489,Ramirez-Gibbs,Craigchester,Chinese,4.9
1490,"Hammond, Jefferson and Clark",Zhangmouth,Italian,4.0
1491,Zavala-Larson,South Christine,Chinese,3.7
1492,"Bond, Garrett and Hendricks",New Luke,Biryani,3.5
1493,Martin Inc,Kellystad,Italian,3.1
1494,"Price, Thompson and Duke",Wilsonfort,Fast Food,3.5
1495,Howell Ltd,Thompsonshire,South Indian,4.3
1496,Newman and Sons,West Monica,Biryani,4.1
1497,Hodge Group,Lake Luke,North Indian,4.9
1498,Dillon LLC,Sabrinachester,Italian,3.8
1499,Maldonado LLC,Buckberg,Italian,4.4
1500,Jones-Strickland,Diaztown,Biryani,4.0
1501,Martinez-Norris,Johnmouth,Biryani,4.0
1502,Perry Group,Jasonburgh,Chinese,3.5
1503,"Burns, Wood and May",Christopherport,Fast Food,3.9
1504,Stone-Ortiz,Phillipsfurt,Chinese,3.9
1505,Ortega Group,Thorntonstad,Chinese,4.4
1506,Rivera Group,Port Maryfort,Fast Food,4.9
1507,"Silva, David and Stephens",South Brianna,North Indian,3.7
1508,King-Gardner,Maryhaven,Chinese,3.1
1509,"Melton, Cole and Gonzalez",Websterfort,Chinese,4.0
1510,Holmes-Thompson,South Daniel,Italian,4.1
1511,Smith Ltd,Lake Brian,Fast Food,3.3
1512,Lyons-Robinson,East Josephburgh,South Indian,4.5
1513,"White, Smith and Hill",North Kevin,North Indian,5.0
1514,"Armstrong, Reed and Sanders",Christopherfort,North Indian,4.9
1515,"Perez, Poole and Wood",Port Matthew,Fast Food,3.4
1516,Stafford-Meyers,Port Brandonport,Biryani,4.8
1517,"Curry, Miller and Caldwell",Vaughanburgh,Biryani,4.4
1518,"Patterson, Howell and Reyes",New Kevin,Italian,3.9
1519,Clark Inc,New Heather,Italian,4.1
1520,Bell Group,East James,Fast Food,4.7
1521,"Daniels, Cruz and Stewart",Graveshaven,Italian,4.0
1522,Brown Inc,Robertstad,North Indian,3.7
1523,Palmer-Marshall,Malonemouth,North Indian,4.0
1524,Ross-Brooks,Marybury,South Indian,4.2
1525,"Mason, Hall and Guerrero",South Toddland,Biryani,3.4
1526,Mack PLC,Brucebury,Fast Food,4.8
1527,"Wheeler, Sanchez and Diaz",Markville,Chinese,4.3
1528,"Bowers, Smith and Brown",Smithberg,Biryani,4.3
1529,Lewis and Sons,Glovertown,Chinese,3.2
1530,Phillips Group,Mossborough,South Indian,4.2
1531,Gibson Group,Dalehaven,South Indian,3.2
1532,Taylor-Mercado,Rodriguezfort,Italian,3.2
1533,"Martin, Howard and Hammond",West Peter,South Indian,4.1
1534,Gallegos-Johnson,Saundersborough,South Indian,3.8
1535,Johnson PLC,Port Jennifer,Chinese,4.2
1536,Dixon-Rubio,Williamshaven,Italian,3.2
1537,Roy-Brown,Emilyberg,South Indian,3.9
1538,Knight and Sons,North Chadmouth,Biryani,3.3
1539,"Erickson, Harris and Malone",North Keith,South Indian,5.0
1540,Phelps Group,West Angela,Italian,4.1
1541,Hill-Fisher,Byrdchester,Fast Food,4.4
1542,Bradley-Martinez,Elijahhaven,Italian,3.7
1543,"Brooks, White and Moreno",Mcbrideland,Chinese,3.2
1544,Ramsey-Lamb,West Petermouth,Fast Food,5.0
1545,"Norman, Dawson and Caldwell",Michaelchester,Biryani,3.6
1546,"Wood, Brown and Long",Erinland,North Indian,3.8
1547,Robinson-Wood,Loriborough,Italian,4.3
1548,Cochran-Webb,Tuckermouth,Chinese,3.0
1549,"Wise, Hardy and Armstrong",Grahamview,Biryani,4.6
1550,Webb LLC,North Tracybury,Fast Food,4.1
1551,Perry Group,New Deniseview,Biryani,3.6
1552,"Young, Mejia and Lynch",Joshuatown,Italian,3.1
1553,"Nixon, Turner and Luna",Johnsonmouth,South Indian,3.3
1554,Brown LLC,North James,Italian,4.8
1555,Levine-Taylor,Lake Bethanyland,North Indian,4.4
1556,Miller-Wall,Williamberg,Italian,3.5
1557,"Park, Castillo and Morales",Simmonsburgh,Fast Food,3.1
1558,Nichols-Bryant,Matthewchester,Fast Food,4.4
1559,Wilson and Sons,Garrettport,Italian,4.1
1560,Lin Inc,Martinezstad,Fast Food,3.8
1561,Flores Inc,Thomasstad,South Indian,3.7
1562,Williams-Smith,North Joel,Biryani,3.4
1563,Smith Group,Garretttown,Italian,4.3
1564,Martinez-Garcia,Lake Sarah,South Indian,4.9
1565,Wheeler Inc,Williamsfurt,Biryani,3.4
1566,Smith Group,Brittanychester,Biryani,4.2
1567,Wilson Ltd,South Kristin,South Indian,3.8
1568,Harper and Sons,Byrdburgh,Chinese,3.9
1569,Black Inc,Lake Bridget,Italian,3.5
1570,"Hernandez, Porter and Ayers",Port Tracihaven,Biryani,4.7
1571,Parrish-Tate,Timothyland,Biryani,4.0
1572,"Taylor, Shaw and Green",Willistown,Fast Food,4.1
1573,Powell Group,East Anaborough,Biryani,3.6
1574,"Anderson, Ramos and Cook",Cortezshire,South Indian,3.4
1575,Jones Inc,South Jacob,Biryani,3.2
1576,King LLC,Duncanhaven,Chinese,4.4
1577,Martinez-Miller,Andrewshire,Italian,3.4
1578,"Perez, Lee and Rojas",Michellefurt,Italian,4.4
1579,"Gray, Duran and Martin",Port Elizabethfurt,Biryani,3.8
1580,"Miller, Johnson and Steele",West Stuartbury,North Indian,3.8
1581,Thompson and Sons,Lake Colleenside,North Indian,3.9
1582,Cobb LLC,East Grantshire,South Indian,3.7
1583,"Phillips, Anderson and Palmer",Smithville,North Indian,3.2
1584,"Schultz, Ross and Powell",Adamview,South Indian,3.6
1585,Montgomery-Raymond,Amandafurt,Fast Food,4.3
1586,"Bowman, Conley and Harvey",Stevenside,South Indian,4.3
1587,Huerta-Mckay,Maryside,North Indian,3.6
1588,Clark-Green,Lake Gregory,Biryani,3.9
1589,Anderson and Sons,New Tammyfurt,Fast Food,3.4
1590,Huynh-Hansen,Jeffreyton,North Indian,3.4
1591,"Park, Santos and Hall",Williamschester,South Indian,3.0
1592,Hess LLC,Edwinville,Chinese,4.8
1593,Mora PLC,East Nicoletown,Italian,3.4
1594,Mcclain-Davis,Evanbury,North Indian,3.5
1595,Alexander Inc,Thompsonside,South Indian,3.6
1596,Hale Inc,Sanchezside,Fast Food,3.3
1597,"Johnson, Ryan and Singh",New Lynn,North Indian,4.3
1598,Arnold-Jones,New Thomasville,North Indian,3.2
1599,Kelly LLC,South Thomasland,Italian,3.3
1600,Morris LLC,Amyland,South Indian,4.3
1601,"Beltran, Mendoza and Williams",South Julie,Chinese,3.7
1602,Johnson-Long,Brucemouth,Fast Food,4.4
1603,"Fernandez, Riley and Dennis",Stacyfort,South Indian,4.1
1604,"Herrera, Turner and Espinoza",South Jennifer,Fast Food,3.5
1605,Johnson-Marshall,South Kellistad,North Indian,4.3
1606,"Sanchez, Gallagher and Gilbert",New Marcuston,Italian,3.2
1607,Lee Inc,New Destinyhaven,Italian,4.1
1608,Olson Group,Michaelville,Biryani,3.9
1609,Martinez-Gill,North Kenneth,Chinese,3.5
1610,"Castillo, Pearson and Olson",Millerland,Italian,4.2
1611,Jones Group,Port Jeffreymouth,North Indian,4.7
1612,"Sanders, Campbell and King",Richardberg,Chinese,5.0
1613,Huerta LLC,Kyleside,South Indian,4.2
1614,Lopez Ltd,North Stacy,Italian,3.8
1615,"Ortega, Fischer and Hartman",Nelsonport,Chinese,3.5
1616,Price-Underwood,North Harold,North Indian,3.5
1617,Bryant Ltd,West Janetown,Biryani,4.0
1618,Ashley Ltd,Lake Williamfort,Fast Food,3.7
1619,Henry LLC,Penningtonfort,Fast Food,4.8
1620,Price-Parker,Lake Jasonview,North Indian,3.7
1621,"Chavez, Perry and Romero",New Davidhaven,North Indian,3.7
1622,Davis-Lee,North Robertburgh,Fast Food,3.8
1623,Jones Ltd,Tiffanyshire,Biryani,4.7
1624,Romero-Hall,Lake Benjaminchester,Chinese,4.3
1625,"Beard, Fuller and Hunt",Davisstad,Fast Food,4.2
1626,Wolfe-Velez,North Christopher,North Indian,3.7
1627,Mitchell Inc,West Calvinmouth,Italian,4.6
1628,"Russell, Vargas and Adams",Lake Robert,South Indian,3.1
1629,"Thornton, Pollard and Mckinney",Port Jenniferport,Biryani,4.7
1630,Willis LLC,West Andre,Biryani,4.0
1631,Castaneda PLC,Martinville,Italian,3.8
1632,Fitzgerald-Carter,Stephanieview,Italian,4.0
1633,"Schneider, Lopez and Moore",Joshuachester,North Indian,4.3
1634,"Baird, Lewis and Francis",North Jennifer,Fast Food,3.0
1635,Lindsey-Smith,Port Mary,Chinese,4.7
1636,"Jensen, Hebert and Hobbs",Rodneyview,Biryani,3.9
1637,"Rowe, Hopkins and York",South Dean,Biryani,3.7
1638,Mcgee-Thompson,Alexandriafort,Italian,3.3
1639,Huffman-Mills,South Christopher,Fast Food,3.9
1640,"Norris, Mcgrath and Austin",West Michaelhaven,Biryani,4.0
1641,"Smith, Gibson and Mullins",Bowmanton,Chinese,3.8
1642,Hudson LLC,Davenportland,Italian,4.4
1643,"Herrera, Norris and Owens",Lake Jonathan,Chinese,3.8
1644,Fox and Sons,East Wesley,Fast Food,4.9
1645,Dunn-Jarvis,Michaelland,Biryani,4.2
1646,Wilson-Allen,East Ryan,South Indian,4.6
1647,Love PLC,East Kimberg,Biryani,3.2
1648,Hahn-Hunt,Port Terribury,Fast Food,3.8
1649,"Simpson, Kelly and Scott",Freemanview,Biryani,3.7
1650,"Coffey, Lewis and Cruz",East Priscilla,Biryani,4.1
1651,Callahan-Pacheco,South Madeline,North Indian,4.7
1652,"Villanueva, Shannon and Watts",Brownmouth,Biryani,3.2
1653,Wilson Inc,Rosshaven,Biryani,3.1
1654,Parker-Pierce,Williamfort,Chinese,4.7
1655,Miller and Sons,Ralphchester,South Indian,3.4
1656,Johnson Inc,New Kenneth,Chinese,4.3
1657,Carpenter Inc,West Georgestad,Chinese,4.1
1658,Arnold and Sons,East Robin,Italian,4.7
1659,Alvarez-Mccormick,East Mackenzie,North Indian,3.3
1660,"Thomas, Reed and Cunningham",Clarenceport,Chinese,3.3
1661,Bell LLC,Wilkersonside,Fast Food,4.1
1662,Li-Logan,Cameronshire,Fast Food,4.9
