item_id,restaurant_id,item_name,category,price
885,4858,Approach,Non-Veg,431
886,1437,Either,Non-Veg,267
887,2994,Product,Veg,108
888,1470,Kitchen,Veg,277
889,2100,Age,Non-Veg,383
890,374,Star,Veg,494
891,4252,By,Non-Veg,215
892,4026,Shoulder,Veg,195
893,1114,Even,Veg,430
894,2727,Floor,Non-Veg,443
895,2399,Outside,Veg,155
896,3235,All,Non-Veg,306
897,1266,Me,Non-Veg,204
898,3124,Lay,Veg,134
899,654,Some,Non-Veg,308
900,4159,Him,Veg,380
901,509,Democratic,Veg,468
902,2340,Although,Veg,454
903,3163,Decide,Non-Veg,246
904,1688,Contain,Veg,588
905,1389,Heavy,Veg,386
906,2198,Career,Non-Veg,180
907,3912,Two,Non-Veg,149
908,2929,Investment,Non-Veg,186
909,4800,Couple,Non-Veg,290
910,516,Police,Veg,402
911,3659,Gun,Veg,100
912,1834,Left,Veg,480
913,30,Pattern,Veg,541
914,3215,Of,Non-Veg,237
915,326,Try,Non-Veg,235
916,3767,Senior,Veg,461
917,4112,Important,Non-Veg,480
918,111,Deal,Non-Veg,253
919,107,Happen,Non-Veg,261
920,2427,We,Non-Veg,118
921,4379,Son,Non-Veg,561
922,4365,Its,Veg,427
923,2532,Vote,Veg,342
924,3145,According,Non-Veg,228
925,4694,Cause,Non-Veg,275
926,799,Voice,Veg,508
927,2438,Talk,Veg,379
928,2012,Crime,Non-Veg,530
929,426,Individual,Non-Veg,183
930,3045,She,Non-Veg,475
931,3289,Response,Veg,321
932,2915,Summer,Non-Veg,424
933,1240,Meet,Non-Veg,550
934,3392,Player,Non-Veg,515
935,4214,Power,Non-Veg,244
936,3998,President,Non-Veg,544
937,3007,Appear,Non-Veg,205
938,3040,Accept,Non-Veg,424
939,599,Firm,Non-Veg,110
940,2088,Term,Veg,265
941,1185,Voice,Veg,295
942,2751,Leg,Veg,330
943,2585,Court,Non-Veg,246
944,4760,Father,Veg,458
945,3514,Training,Veg,337
946,4746,Common,Veg,596
947,4055,Six,Veg,570
948,4384,Visit,Veg,500
949,3937,Level,Non-Veg,112
950,1700,Write,Veg,318
951,4508,Mr,Non-Veg,356
952,2576,Never,Non-Veg,101
953,136,Allow,Veg,309
954,2026,Reflect,Non-Veg,583
955,3536,With,Veg,464
956,4855,Doctor,Non-Veg,324
957,2891,Research,Non-Veg,583
958,2758,Phone,Veg,293
959,3774,Another,Non-Veg,295
960,381,Kitchen,Non-Veg,499
961,1529,Should,Non-Veg,359
962,4902,Take,Non-Veg,156
963,4572,Huge,Non-Veg,556
964,3629,Low,Non-Veg,212
965,849,Next,Non-Veg,312
966,4993,Why,Non-Veg,378
967,4128,Age,Veg,343
968,1928,Tonight,Non-Veg,479
969,2166,According,Veg,216
970,4287,Message,Veg,485
971,2122,Like,Non-Veg,550
972,4719,Everyone,Non-Veg,186
973,2919,About,Veg,509
974,4682,Now,Veg,480
975,473,Center,Veg,466
976,1788,Teacher,Non-Veg,362
977,114,Parent,Non-Veg,583
978,1337,Value,Non-Veg,399
979,339,Half,Veg,516
980,2286,Series,Non-Veg,212
981,1197,Stay,Non-Veg,547
982,79,Tough,Non-Veg,263
983,4560,Before,Non-Veg,103
984,2653,Ok,Veg,217
985,4658,Commercial,Non-Veg,122
986,4381,Near,Non-Veg,508
987,4319,Quite,Veg,332
988,2641,Try,Non-Veg,189
989,1257,Receive,Veg,575
990,828,Difficult,Veg,354
991,2719,Always,Non-Veg,191
992,4924,Whose,Veg,568
993,2811,Somebody,Non-Veg,557
994,3386,View,Veg,254
995,1966,Soon,Veg,406
996,2428,Particular,Non-Veg,214
997,2842,Tree,Veg,306
998,614,Health,Non-Veg,180
999,563,Wind,Non-Veg,202
1000,4827,Sound,Non-Veg,582
1001,4353,Leader,Non-Veg,552
1002,185,Fill,Veg,179
1003,2193,Your,Non-Veg,506
1004,4066,Number,Veg,202
1005,246,Source,Non-Veg,339
1006,4087,First,Veg,364
1007,2235,As,Veg,132
1008,866,Concern,Veg,134
1009,2088,Box,Veg,348
1010,601,Start,Non-Veg,587
1011,3034,Next,Non-Veg,149
1012,2057,First,Veg,379
1013,2132,Remain,Veg,571
1014,533,His,Non-Veg,341
1015,2043,Newspaper,Veg,251
1016,358,By,Veg,246
1017,378,Establish,Non-Veg,138
1018,2220,Region,Veg,288
1019,4489,Defense,Veg,124
1020,4798,Image,Non-Veg,343
1021,3308,Great,Veg,322
1022,2597,Budget,Non-Veg,329
1023,784,Organization,Non-Veg,252
1024,2380,International,Non-Veg,510
1025,3604,Rich,Non-Veg,387
1026,983,Forget,Veg,494
1027,3943,Opportunity,Non-Veg,552
1028,2591,Key,Non-Veg,207
1029,1043,Rich,Veg,132
1030,2539,Recently,Non-Veg,502
1031,862,Type,Veg,462
1032,1877,Herself,Non-Veg,210
1033,1836,Mention,Non-Veg,220
1034,4209,Amount,Non-Veg,115
1035,3527,Husband,Non-Veg,326
1036,1686,Attack,Veg,110
1037,3402,Store,Veg,302
1038,1623,Agree,Veg,301
1039,4958,Voice,Non-Veg,197
1040,2658,Per,Non-Veg,215
1041,1933,Action,Non-Veg,552
1042,508,Enjoy,Veg,570
1043,4562,Fire,Non-Veg,538
1044,3479,Effort,Veg,380
1045,2657,Power,Veg,448
1046,1122,Class,Veg,331
1047,290,Because,Non-Veg,560
1048,2830,Painting,Non-Veg,210
1049,2210,Lawyer,Non-Veg,451
1050,4813,Social,Non-Veg,517
1051,1401,Physical,Veg,111
1052,567,Appear,Veg,571
1053,1474,May,Non-Veg,587
1054,1988,Yes,Non-Veg,120
1055,3788,Structure,Non-Veg,226
1056,3866,Floor,Veg,384
1057,3261,Rise,Non-Veg,534
1058,3548,Relationship,Veg,220
1059,3252,It,Veg,223
1060,1717,South,Veg,506
1061,1013,Alone,Veg,132
1062,1311,Visit,Veg,491
1063,4571,Its,Veg,269
1064,618,Message,Veg,176
1065,4737,Before,Non-Veg,552
1066,4258,Investment,Non-Veg,396
1067,1983,Wide,Non-Veg,429
1068,2229,Discussion,Veg,162
1069,4821,Better,Veg,369
1070,469,So,Non-Veg,315
1071,4117,Movement,Veg,289
1072,4356,Organization,Veg,174
1073,1140,Truth,Veg,273
1074,1437,During,Veg,166
1075,537,Ok,Veg,192
1076,952,Culture,Veg,152
1077,2814,Matter,Veg,595
1078,3007,Will,Veg,535
1079,3995,Strategy,Veg,193
1080,1841,Expert,Veg,212
1081,851,Head,Veg,328
1082,1972,Power,Veg,349
1083,1192,Worker,Non-Veg,490
1084,3921,Story,Veg,308
1085,4629,Phone,Veg,567
1086,2063,Listen,Non-Veg,281
1087,3047,Similar,Non-Veg,366
1088,4400,Peace,Non-Veg,591
1089,3559,Student,Veg,380
1090,4512,Lay,Veg,542
1091,305,Decision,Non-Veg,571
1092,4909,Including,Non-Veg,549
1093,2848,Executive,Non-Veg,254
1094,2436,Table,Veg,182
1095,2805,Truth,Veg,285
1096,1985,Song,Non-Veg,448
1097,3937,Store,Veg,584
1098,713,Look,Veg,238
1099,2896,Focus,Non-Veg,154
1100,1682,Enjoy,Non-Veg,118
1101,1334,Six,Non-Veg,447
1102,3199,History,Veg,522
1103,175,Sister,Veg,568
1104,3206,Often,Veg,445
1105,1417,Also,Veg,569
1106,1988,Might,Veg,553
1107,4854,Beautiful,Non-Veg,366
1108,1773,Different,Veg,241
1109,4267,Mouth,Veg,415
1110,1075,Art,Non-Veg,263
1111,4761,Above,Non-Veg,351
1112,592,Moment,Non-Veg,331
1113,2979,Poor,Non-Veg,396
1114,3983,According,Veg,485
1115,2411,Several,Veg,540
1116,848,Benefit,Non-Veg,462
1117,494,Idea,Veg,159
1118,546,Today,Non-Veg,503
1119,5000,You,Veg,121
1120,2287,Right,Veg,483
1121,2698,Defense,Veg,225
1122,3838,Under,Non-Veg,202
1123,1541,Today,Non-Veg,487
1124,884,Century,Veg,539
1125,3957,Future,Veg,320
1126,3095,Say,Non-Veg,209
1127,2366,Her,Non-Veg,157
1128,3348,One,Veg,571
1129,3072,Effect,Veg,164
1130,3676,Edge,Non-Veg,571
1131,4716,Center,Veg,157
1132,953,What,Non-Veg,257
1133,3301,Training,Non-Veg,175
1134,3736,Compare,Veg,118
1135,3180,Enjoy,Veg,483
1136,2964,Cause,Veg,584
1137,4028,Individual,Non-Veg,289
1138,3248,My,Non-Veg,349
1139,4416,Media,Non-Veg,459
1140,3358,Real,Veg,462
1141,4972,Writer,Veg,473
1142,4849,Hundred,Non-Veg,551
1143,2705,Huge,Non-Veg,178
1144,1038,Long,Veg,183
1145,71,Apply,Non-Veg,271
1146,2875,Next,Veg,311
1147,106,Cause,Veg,473
1148,770,Herself,Non-Veg,544
1149,2010,Common,Non-Veg,248
1150,2941,List,Non-Veg,109
1151,2193,Very,Non-Veg,129
1152,3496,Among,Non-Veg,379
1153,4312,Leave,Veg,531
1154,4356,He,Non-Veg,154
1155,934,Buy,Veg,459
1156,575,Pretty,Non-Veg,226
1157,3931,Push,Non-Veg,279
1158,4381,Statement,Non-Veg,331
1159,4088,Seek,Non-Veg,480
1160,2532,System,Non-Veg,521
1161,2420,Generation,Non-Veg,550
1162,70,Last,Veg,192
1163,4475,Shoulder,Non-Veg,107
1164,1303,Pretty,Non-Veg,512
1165,3815,Back,Non-Veg,346
1166,2350,Foot,Non-Veg,493
1167,255,West,Veg,552
1168,1708,Number,Veg,430
1169,4788,Allow,Veg,295
1170,834,Against,Veg,532
1171,2765,Serve,Veg,541
1172,2472,Hotel,Veg,262
1173,3743,For,Non-Veg,533
1174,2036,Product,Non-Veg,139
1175,1968,School,Veg,353
1176,100,Maybe,Non-Veg,495
1177,1853,Without,Non-Veg,184
1178,3184,Worker,Non-Veg,371
1179,2356,Within,Non-Veg,177
1180,112,Bed,Non-Veg,312
1181,3159,Cost,Veg,403
1182,183,Ever,Veg,354
1183,3853,Hotel,Veg,190
1184,165,Science,Veg,583
1185,2138,Her,Veg,484
1186,2024,Stay,Veg,292
1187,455,Responsibility,Non-Veg,352
1188,2286,This,Veg,377
1189,4823,Check,Non-Veg,242
1190,542,Game,Non-Veg,343
1191,2666,Ground,Veg,311
1192,2450,One,Veg,294
1193,4938,Very,Veg,369
1194,3934,Edge,Non-Veg,428
1195,2887,Account,Veg,118
1196,4615,Point,Veg,139
1197,4293,Important,Veg,197
1198,3905,East,Non-Veg,103
1199,1689,Natural,Veg,132
1200,1638,Dark,Veg,398
1201,4729,Star,Non-Veg,264
1202,4671,Seven,Non-Veg,549
1203,4083,Clear,Non-Veg,126
1204,1891,Idea,Veg,272
1205,3206,Perform,Veg,436
1206,478,Trouble,Non-Veg,212
1207,2367,Sport,Veg,533
1208,2527,Dream,Non-Veg,472
1209,367,Former,Non-Veg,479
1210,1837,Interest,Non-Veg,194
1211,1716,Price,Non-Veg,418
1212,13,Since,Non-Veg,332
1213,536,Business,Veg,233
1214,3240,Still,Veg,223
1215,2318,Quite,Veg,471
1216,4043,Total,Veg,450
1217,376,Test,Non-Veg,422
1218,1725,So,Veg,587
1219,257,Site,Non-Veg,550
1220,2265,Happy,Non-Veg,452
1221,450,Pretty,Veg,215
1222,894,Skill,Veg,542
1223,3213,Less,Non-Veg,112
1224,1185,And,Veg,504
1225,3224,Should,Veg,419
1226,1309,Science,Veg,264
1227,4706,Visit,Veg,307
1228,917,Film,Non-Veg,184
1229,148,Sometimes,Non-Veg,347
1230,4752,Scene,Veg,531
1231,2115,Me,Non-Veg,155
1232,4017,Under,Non-Veg,271
1233,3941,Nor,Veg,240
1234,4072,See,Veg,231
1235,2796,Visit,Non-Veg,578
1236,443,Side,Non-Veg,300
1237,2945,Television,Non-Veg,467
1238,3937,Someone,Veg,388
1239,399,Off,Non-Veg,520
1240,1152,Seem,Non-Veg,408
1241,3793,Region,Veg,456
1242,2996,Society,Non-Veg,507
1243,2217,Story,Veg,444
1244,1708,Thought,Veg,278
1245,3332,Career,Non-Veg,524
1246,1988,Voice,Veg,128
1247,4603,New,Veg,542
1248,2569,Final,Non-Veg,523
1249,161,Minute,Veg,406
1250,4436,Be,Non-Veg,405
1251,3905,Prove,Veg,466
1252,3574,Manage,Veg,135
1253,3178,Without,Non-Veg,562
1254,1826,Test,Non-Veg,208
1255,3925,Necessary,Non-Veg,415
1256,1624,Next,Veg,245
1257,1177,Not,Non-Veg,375
1258,4919,Different,Veg,488
1259,3721,Economic,Non-Veg,245
1260,4881,Career,Veg,479
1261,3221,Direction,Non-Veg,267
1262,3260,Identify,Veg,356
1263,131,Seek,Non-Veg,374
1264,3563,Third,Veg,186
1265,1500,Vote,Veg,253
1266,2789,Office,Veg,596
1267,4877,Rich,Veg,384
1268,3709,Travel,Non-Veg,414
1269,1708,Authority,Veg,418
1270,1770,Face,Non-Veg,197
1271,1319,Seven,Veg,310
1272,3380,Draw,Non-Veg,545
1273,2774,Compare,Veg,147
1274,2991,Central,Veg,417
1275,3045,Huge,Non-Veg,373
1276,376,Pressure,Non-Veg,293
1277,3037,Business,Veg,351
1278,661,Ready,Non-Veg,382
1279,1404,We,Non-Veg,361
1280,741,You,Non-Veg,586
1281,304,Large,Veg,553
1282,1086,Official,Non-Veg,542
1283,4882,Yes,Veg,361
1284,3180,Next,Non-Veg,130
1285,1211,Tonight,Non-Veg,204
1286,3035,Service,Veg,587
1287,229,Series,Non-Veg,449
1288,3120,Himself,Non-Veg,411
1289,1855,Notice,Non-Veg,537
1290,268,Rather,Non-Veg,568
1291,2775,Next,Non-Veg,268
1292,2850,Who,Non-Veg,335
1293,4350,Good,Non-Veg,373
1294,4966,Market,Veg,442
1295,2135,Seat,Veg,329
1296,3460,How,Veg,122
1297,2270,Republican,Veg,575
1298,990,Know,Veg,263
1299,4493,Once,Non-Veg,380
1300,938,Information,Veg,106
1301,440,Figure,Veg,309
1302,2359,Easy,Non-Veg,352
1303,2008,Effort,Veg,503
1304,3346,Relationship,Non-Veg,232
1305,4131,Beautiful,Non-Veg,373
1306,4817,Affect,Veg,205
1307,3744,Government,Veg,331
1308,519,Nice,Non-Veg,132
1309,269,Field,Non-Veg,178
1310,4734,Behind,Veg,134
1311,4186,Foot,Non-Veg,594
1312,1389,Indeed,Veg,209
1313,1695,Professor,Veg,420
1314,3274,Not,Veg,162
1315,1390,Also,Veg,568
1316,3866,Tv,Non-Veg,427
1317,3030,Husband,Non-Veg,554
1318,2336,We,Veg,396
1319,3675,Break,Veg,277
1320,4577,Analysis,Non-Veg,483
1321,501,Company,Non-Veg,463
1322,1662,Whole,Non-Veg,331
1323,2100,Become,Non-Veg,203
1324,103,Any,Non-Veg,513
1325,2747,Require,Veg,393
1326,3277,Loss,Veg,134
1327,3086,Conference,Veg,293
1328,3538,Main,Veg,273
1329,1328,Him,Non-Veg,491
1330,2475,Bar,Non-Veg,201
1331,1680,Leader,Veg,423
1332,3747,We,Veg,392
1333,2563,Direction,Non-Veg,184
1334,4164,Ground,Veg,496
1335,3318,Hold,Veg,300
1336,2437,Brother,Non-Veg,272
1337,308,First,Non-Veg,128
1338,3997,More,Non-Veg,396
1339,1090,Building,Veg,155
1340,4556,Our,Non-Veg,571
1341,2395,Where,Non-Veg,115
1342,4005,Into,Veg,239
1343,667,Bar,Non-Veg,165
1344,4164,Significant,Veg,545
1345,2235,Song,Veg,246
1346,1237,I,Veg,257
1347,1624,Begin,Veg,499
1348,1375,Now,Non-Veg,571
1349,3312,However,Veg,496
1350,177,Radio,Non-Veg,168
1351,1354,Respond,Non-Veg,122
1352,2929,Arm,Non-Veg,289
1353,626,Build,Non-Veg,347
1354,2655,Manager,Non-Veg,585
1355,3609,Professor,Veg,514
1356,3716,Way,Non-Veg,408
1357,4275,Raise,Veg,475
1358,395,Fill,Veg,244
1359,1169,Thought,Veg,483
1360,4972,Draw,Non-Veg,404
1361,198,Avoid,Non-Veg,276
1362,969,Step,Non-Veg,294
1363,3909,Share,Non-Veg,509
1364,3156,Quickly,Veg,112
1365,4765,Economy,Non-Veg,463
1366,2505,Reduce,Non-Veg,265
1367,1277,Interest,Veg,249
1368,4168,Class,Veg,440
1369,4319,Amount,Veg,512
1370,1270,Perform,Veg,144
1371,1365,Style,Veg,273
1372,924,Her,Veg,266
1373,471,As,Veg,296
1374,3017,Amount,Non-Veg,305
1375,2055,Trip,Non-Veg,181
1376,4284,Type,Veg,167
1377,2052,Seat,Veg,196
1378,2955,Reason,Non-Veg,266
1379,1149,Simply,Veg,503
1380,3087,Current,Veg,176
1381,960,Community,Veg,583
1382,630,Inside,Veg,336
1383,775,Something,Veg,295
1384,360,Which,Non-Veg,390
1385,518,Carry,Veg,235
1386,1344,Artist,Veg,407
1387,1970,Task,Veg,395
1388,3228,Far,Non-Veg,476
1389,2900,Yet,Non-Veg,468
1390,935,Girl,Veg,466
1391,1987,Heavy,Veg,135
1392,4997,Arrive,Veg,489
1393,377,Religious,Veg,347
1394,3561,Always,Non-Veg,353
1395,1775,Although,Non-Veg,313
1396,1506,Skin,Veg,351
1397,2655,Follow,Veg,169
1398,1011,Truth,Non-Veg,333
1399,3478,Capital,Non-Veg,583
1400,1231,Cost,Veg,428
1401,1178,We,Veg,115
1402,3858,Point,Veg,586
1403,2096,Feel,Non-Veg,273
1404,1673,Same,Non-Veg,286
1405,1929,According,Non-Veg,393
1406,3840,Simply,Non-Veg,324
1407,3179,Ground,Veg,373
1408,4269,Ground,Non-Veg,111
1409,2554,Station,Non-Veg,409
1410,2446,Agreement,Non-Veg,318
1411,4390,Be,Veg,530
1412,552,Class,Non-Veg,100
1413,2898,Democrat,Non-Veg,498
1414,1040,Feel,Non-Veg,210
1415,885,Help,Veg,574
1416,3052,Type,Non-Veg,563
1417,4230,Tough,Veg,376
1418,4867,Unit,Veg,228
1419,3598,Information,Non-Veg,192
1420,2556,Attack,Veg,550
1421,1090,Major,Non-Veg,495
1422,4576,Any,Veg,479
1423,4959,Be,Veg,511
1424,459,Street,Non-Veg,138
1425,4722,Professor,Non-Veg,520
1426,4255,Adult,Veg,578
1427,2008,Set,Veg,415
1428,1921,Can,Veg,258
1429,4528,Truth,Veg,285
1430,1004,Imagine,Non-Veg,580
1431,3084,So,Veg,452
1432,2115,Possible,Veg,355
1433,2590,Happen,Non-Veg,338
1434,2144,Pattern,Veg,203
1435,4311,Manager,Non-Veg,494
1436,2242,Born,Non-Veg,465
1437,4981,Next,Non-Veg,128
1438,2087,Cell,Veg,188
1439,939,Situation,Non-Veg,474
1440,4302,Woman,Non-Veg,496
1441,3971,Ask,Non-Veg,150
1442,4000,Without,Veg,463
1443,4651,Visit,Veg,537
1444,3409,Huge,Veg,246
1445,771,While,Veg,413
1446,249,Strategy,Non-Veg,135
1447,373,Effort,Non-Veg,383
1448,2927,Include,Non-Veg,551
1449,3858,Film,Veg,486
1450,4931,Prepare,Non-Veg,585
1451,702,Or,Veg,200
1452,2186,Contain,Veg,206
1453,942,Himself,Veg,444
1454,3915,Employee,Non-Veg,524
1455,794,Key,Non-Veg,390
1456,678,Few,Veg,448
1457,1562,Deep,Non-Veg,204
1458,4054,Against,Veg,320
1459,453,Manager,Non-Veg,175
1460,2467,Political,Veg,326
1461,3657,Image,Veg,183
1462,4147,Themselves,Veg,564
1463,3755,World,Non-Veg,175
1464,210,Suddenly,Non-Veg,348
1465,4984,Goal,Non-Veg,354
1466,1927,Idea,Non-Veg,149
1467,4946,Page,Non-Veg,455
1468,3967,Security,Veg,557
1469,1878,May,Non-Veg,309
1470,627,Like,Veg,257
1471,2727,Church,Non-Veg,427
1472,1459,Join,Non-Veg,332
1473,2825,Seek,Non-Veg,470
1474,1251,Century,Veg,176
1475,4759,Develop,Non-Veg,322
1476,4364,Director,Veg,220
1477,2164,Lawyer,Non-Veg,553
1478,1624,Into,Veg,409
1479,1854,Believe,Veg,426
1480,754,Name,Veg,440
1481,1869,Performance,Veg,457
1482,182,Save,Non-Veg,206
1483,1514,Big,Non-Veg,340
1484,903,Animal,Veg,534
1485,3345,List,Non-Veg,127
1486,3454,Development,Veg,291
1487,3608,Democrat,Non-Veg,348
1488,2557,Seek,Non-Veg,463
1489,2140,Society,Non-Veg,312
1490,4245,Budget,Veg,120
1491,2165,Line,Non-Veg,571
1492,2613,Military,Veg,254
1493,2022,Note,Non-Veg,126
1494,2822,Bed,Veg,176
1495,2282,Fear,Non-Veg,405
1496,1571,Tough,Veg,512
1497,1973,Public,Veg,522
1498,3987,Catch,Veg,156
1499,2245,Former,Non-Veg,218
1500,2443,Long,Veg,575
1501,714,Sea,Non-Veg,264
1502,3546,Sea,Veg,576
1503,223,Allow,Veg,163
1504,864,Five,Veg,147
1505,4626,Until,Non-Veg,249
1506,1426,Others,Non-Veg,583
1507,2305,Color,Non-Veg,257
1508,654,Apply,Non-Veg,255
1509,1160,Write,Non-Veg,250
1510,1843,Floor,Non-Veg,324
1511,444,Bit,Non-Veg,359
1512,2466,Month,Veg,486
1513,4670,Growth,Veg,355
1514,4437,Start,Non-Veg,160
1515,2858,Kitchen,Non-Veg,451
1516,1281,Federal,Non-Veg,359
1517,3040,Defense,Non-Veg,420
1518,3796,Almost,Non-Veg,495
1519,3638,Key,Veg,496
1520,3759,Resource,Non-Veg,261
1521,100,Young,Non-Veg,479
1522,2087,Myself,Non-Veg,542
1523,2311,Bill,Veg,448
1524,4246,Reality,Veg,556
1525,2738,Phone,Veg,130
1526,1608,Design,Veg,170
1527,2954,Community,Non-Veg,496
1528,3982,Chair,Veg,537
1529,3195,Fire,Veg,101
1530,4340,His,Veg,516
1531,4683,Walk,Veg,149
1532,3093,Case,Veg,234
1533,2963,Quality,Non-Veg,245
1534,2663,Detail,Veg,278
1535,856,Parent,Veg,363
1536,2147,Early,Veg,410
1537,4926,Central,Non-Veg,303
1538,1387,Determine,Non-Veg,398
1539,1717,Drug,Non-Veg,286
1540,4152,Culture,Non-Veg,129
1541,1726,Use,Non-Veg,158
1542,1954,Dark,Non-Veg,108
1543,185,Wall,Non-Veg,575
1544,522,Though,Non-Veg,423
1545,2312,Significant,Veg,266
1546,1249,Month,Veg,436
1547,1659,Live,Non-Veg,494
1548,1003,Themselves,Veg,478
1549,3228,Under,Non-Veg,485
1550,3139,Ahead,Veg,378
1551,1929,Hope,Veg,290
1552,394,From,Non-Veg,341
1553,1618,Majority,Veg,377
1554,3642,Begin,Non-Veg,544
1555,661,Black,Non-Veg,253
1556,4165,Sit,Veg,495
1557,320,Center,Non-Veg,259
1558,2225,Ten,Veg,364
1559,584,Evening,Veg,334
1560,3601,Break,Non-Veg,552
1561,582,Do,Non-Veg,445
1562,3697,Charge,Non-Veg,298
1563,1768,Buy,Non-Veg,576
1564,1557,Worry,Non-Veg,132
1565,1799,Management,Veg,507
1566,4207,White,Non-Veg,188
1567,999,Between,Veg,194
1568,758,Minute,Non-Veg,320
1569,283,Save,Veg,168
1570,4897,Full,Veg,393
1571,131,Analysis,Veg,336
1572,1294,Bring,Veg,494
1573,61,Task,Veg,259
1574,2212,Day,Non-Veg,419
1575,1549,Citizen,Veg,427
1576,4368,List,Non-Veg,375
1577,1782,Year,Veg,389
1578,38,Worry,Non-Veg,466
1579,3632,College,Veg,141
1580,2665,Develop,Veg,491
1581,474,Shoulder,Non-Veg,165
1582,59,Knowledge,Non-Veg,120
1583,2637,Without,Veg,434
1584,2615,Bank,Veg,169
1585,2615,Trial,Non-Veg,360
1586,5000,Our,Veg,345
1587,4479,Trip,Veg,422
1588,1412,Certainly,Non-Veg,334
1589,85,Short,Veg,526
1590,1534,Place,Veg,371
1591,3798,Before,Non-Veg,198
1592,2675,Whose,Veg,428
1593,2874,Know,Non-Veg,134
1594,3121,Action,Non-Veg,438
1595,1091,Can,Veg,270
1596,2835,Money,Veg,209
1597,4225,Collection,Non-Veg,581
1598,2077,Wonder,Non-Veg,394
1599,3191,Reach,Veg,109
1600,4788,Happy,Non-Veg,301
1601,4229,Direction,Veg,503
1602,1209,Minute,Non-Veg,356
1603,3578,Too,Non-Veg,361
1604,4742,Meeting,Non-Veg,280
1605,2582,Impact,Veg,529
1606,3788,Garden,Non-Veg,165
1607,516,Represent,Non-Veg,393
1608,2213,Reach,Non-Veg,260
1609,2975,Side,Non-Veg,166
1610,933,Reason,Veg,199
1611,1664,Energy,Non-Veg,176
1612,557,Than,Veg,134
1613,1672,Someone,Non-Veg,562
1614,993,Never,Non-Veg,144
1615,1629,Improve,Veg,249
1616,1692,Fight,Veg,590
1617,4853,Anything,Non-Veg,167
1618,1105,Agent,Non-Veg,353
1619,1271,Home,Non-Veg,116
1620,2903,Performance,Veg,360
1621,4745,Amount,Non-Veg,312
1622,1410,Fire,Veg,412
1623,3647,Glass,Non-Veg,355
1624,1331,Know,Veg,315
1625,4724,Floor,Veg,450
1626,2055,Trouble,Veg,523
1627,954,Still,Non-Veg,385
1628,1843,Detail,Non-Veg,525
1629,2803,Wish,Veg,106
1630,10,Those,Veg,596
1631,2610,Process,Veg,479
1632,122,Note,Non-Veg,298
1633,4783,Movie,Non-Veg,190
1634,2561,Approach,Non-Veg,571
1635,3038,By,Veg,246
1636,441,Once,Non-Veg,524
1637,2750,Change,Non-Veg,517
1638,591,Purpose,Non-Veg,249
1639,1369,Green,Veg,151
1640,1990,Popular,Non-Veg,342
1641,1362,Institution,Non-Veg,318
1642,3774,Move,Non-Veg,105
1643,2065,Official,Non-Veg,557
1644,2416,Land,Non-Veg,208
1645,2952,Make,Veg,450
1646,2769,People,Veg,508
1647,3417,Number,Veg,165
1648,1577,Approach,Veg,109
1649,115,Student,Non-Veg,301
1650,1369,Memory,Non-Veg,381
1651,139,Industry,Veg,488
1652,4924,Concern,Veg,313
1653,4942,Help,Veg,167
1654,3374,Activity,Non-Veg,346
1655,1316,Through,Non-Veg,453
1656,74,Put,Non-Veg,426
1657,3847,Animal,Veg,149
1658,484,Military,Veg,116
1659,4112,Receive,Veg,110
1660,1550,Off,Non-Veg,408
1661,1360,Community,Non-Veg,405
1662,1897,Dark,Veg,491
1663,4225,Major,Veg,575
1664,511,Leg,Non-Veg,223
1665,423,Quickly,Non-Veg,591
1666,2433,Performance,Veg,324
1667,1907,Activity,Veg,343
1668,4328,First,Non-Veg,417
1669,959,Save,Veg,572
1670,825,National,Veg,568
1671,65,Drop,Non-Veg,431
1672,4929,After,Veg,478
1673,4711,Back,Non-Veg,445
1674,3349,Indicate,Veg,128
1675,801,Yeah,Non-Veg,457
1676,278,Something,Veg,582
1677,1718,Treatment,Veg,456
1678,2414,Population,Veg,465
1679,1239,Congress,Non-Veg,527
1680,4524,Strong,Veg,464
1681,1487,Size,Veg,528
1682,4682,Box,Non-Veg,384
1683,3299,Then,Veg,596
1684,4471,Win,Non-Veg,571
1685,2996,Truth,Non-Veg,158
1686,93,Unit,Non-Veg,242
1687,3532,Institution,Veg,425
1688,1841,Church,Non-Veg,451
1689,3528,Still,Veg,399
1690,1622,Enter,Non-Veg,325
1691,1562,Spend,Veg,263
1692,1417,Cover,Non-Veg,183
1693,2965,Energy,Non-Veg,476
1694,4191,Miss,Veg,412
1695,1131,Expert,Non-Veg,216
1696,1414,This,Veg,419
1697,3598,Test,Non-Veg,303
1698,3745,Toward,Veg,454
1699,2119,Power,Non-Veg,596
1700,664,Direction,Non-Veg,393
1701,2635,Attention,Veg,244
1702,2775,Foreign,Non-Veg,126
1703,3970,Really,Veg,116
1704,3491,Face,Veg,162
1705,1572,Role,Non-Veg,366
1706,1524,Response,Non-Veg,163
1707,988,Site,Non-Veg,138
1708,3239,Treatment,Veg,229
1709,3846,Serve,Veg,214
1710,3694,Thing,Non-Veg,549
1711,99,Never,Veg,537
1712,2289,American,Non-Veg,512
1713,1515,Million,Non-Veg,144
1714,4298,Bad,Non-Veg,315
1715,634,Claim,Veg,187
1716,4842,Rate,Veg,435
1717,4586,Political,Non-Veg,514
1718,579,Sing,Veg,276
1719,3960,Born,Non-Veg,590
