order_id,customer_id,restaurant_id,order_date,order_status,payment_mode
1228,2605,3673,2026-01-14,Cancelled,Card
1229,3196,45,2025-06-13,Cancelled,UPI
1230,2408,2086,2025-02-11,Delivered,Card
1231,64,4512,2025-10-29,Delivered,Card
1232,3961,2541,2025-12-04,Delivered,COD
1233,2813,2371,2025-02-09,Delivered,UPI
1234,2822,2516,2025-09-08,Delivered,COD
1235,4028,4183,2025-06-08,Cancelled,Card
1236,102,4324,2025-12-20,Delivered,UPI
1237,3349,623,2026-01-23,Delivered,Card
1238,3299,3382,2025-08-23,Delivered,Card
1239,3095,485,2025-06-19,Delivered,COD
1240,2892,2888,2025-09-13,Delivered,UPI
1241,3136,25,2025-09-21,Delivered,UPI
1242,1181,1815,2026-01-08,Delivered,UPI
1243,2887,1226,2025-08-24,Delivered,Card
1244,2729,1249,2025-05-02,Delivered,UPI
1245,2693,779,2025-03-12,Delivered,Card
1246,399,2843,2025-10-29,Delivered,Card
1247,405,3701,2025-09-30,Delivered,Card
1248,2874,1583,2025-02-15,Cancelled,UPI
1249,3269,4849,2025-02-03,Cancelled,COD
1250,2695,1714,2025-01-28,Delivered,Card
1251,2083,3592,2025-02-03,Delivered,COD
1252,2468,4522,2025-04-18,Delivered,UPI
1253,4473,3139,2025-07-20,Cancelled,UPI
1254,4316,4756,2025-06-29,Delivered,UPI
1255,1922,1518,2025-09-18,Delivered,UPI
1256,3960,2733,2025-08-26,Delivered,UPI
1257,1541,4643,2025-05-25,Delivered,COD
1258,2390,2964,2025-01-28,Delivered,UPI
1259,4849,3864,2025-09-24,Delivered,UPI
1260,2464,3769,2025-07-19,Delivered,UPI
1261,3369,1497,2025-08-24,Delivered,UPI
1262,2986,3728,2025-06-13,Delivered,UPI
1263,680,1736,2025-10-03,Delivered,Card
1264,748,1344,2025-03-26,Delivered,Card
1265,2854,2268,2025-04-01,Delivered,COD
1266,1322,3916,2025-06-09,Delivered,UPI
1267,3749,49,2025-07-05,Cancelled,COD
1268,4151,2511,2025-07-22,Delivered,COD
1269,4790,3335,2025-02-18,Delivered,UPI
1270,534,3661,2025-02-09,Delivered,UPI
1271,1819,1747,2025-03-31,Delivered,Card
1272,4201,496,2025-05-27,Delivered,UPI
1273,2342,634,2025-08-13,Delivered,Card
1274,2423,4698,2025-08-08,Delivered,COD
1275,4546,2818,2025-10-08,Delivered,COD
1276,1469,2721,2025-05-04,Delivered,Card
1277,4908,176,2025-03-24,Cancelled,Card
1278,4486,3161,2025-06-03,Delivered,UPI
1279,1236,639,2025-12-13,Cancelled,Card
1280,2715,3358,2025-11-08,Delivered,Card
1281,1709,4393,2025-05-18,Cancelled,UPI
1282,1146,475,2026-01-11,Delivered,COD
1283,1476,3828,2025-02-02,Delivered,Card
1284,3924,1647,2025-04-10,Delivered,UPI
1285,2922,1959,2025-04-14,Delivered,UPI
1286,1856,4121,2025-03-09,Delivered,Card
1287,3225,349,2025-05-05,Delivered,COD
1288,3965,637,2025-09-20,Delivered,UPI
1289,3380,3615,2025-10-05,Delivered,Card
1290,4939,3821,2025-08-18,Delivered,COD
1291,1605,4323,2025-03-27,Delivered,Card
1292,3280,4134,2025-11-30,Cancelled,UPI
1293,552,2618,2025-04-25,Cancelled,UPI
1294,2005,1205,2025-09-08,Delivered,UPI
1295,1837,2162,2025-12-06,Delivered,Card
1296,1125,2180,2025-06-22,Delivered,UPI
1297,1383,348,2026-01-22,Delivered,Card
1298,1771,1204,2025-03-11,Delivered,COD
1299,3864,983,2025-11-25,Delivered,COD
1300,3401,732,2025-06-24,Delivered,COD
1301,35,2601,2025-10-18,Delivered,COD
1302,2205,453,2025-03-09,Delivered,UPI
1303,5000,4074,2025-07-01,Delivered,UPI
1304,3345,2895,2025-07-16,Delivered,Card
1305,3015,2235,2025-03-05,Delivered,COD
1306,4492,164,2025-11-18,Delivered,COD
1307,4303,1448,2025-09-26,Delivered,Card
1308,1781,3870,2025-12-03,Delivered,Card
1309,1629,102,2025-05-02,Delivered,Card
1310,1330,4055,2025-03-04,Delivered,Card
1311,1560,3708,2025-07-10,Delivered,COD
1312,805,1453,2025-09-18,Delivered,UPI
1313,2510,4787,2025-06-24,Delivered,COD
1314,4348,2659,2025-06-24,Delivered,Card
1315,1291,536,2025-07-29,Delivered,UPI
1316,4305,1701,2025-02-04,Delivered,COD
1317,2587,1464,2025-02-11,Delivered,Card
1318,4931,4220,2025-04-02,Delivered,UPI
1319,2551,4345,2026-01-09,Delivered,UPI
1320,956,1972,2025-06-10,Delivered,Card
1321,4610,1453,2025-05-23,Delivered,UPI
1322,580,1594,2025-07-21,Delivered,COD
1323,1938,713,2025-11-26,Delivered,COD
1324,1998,3656,2025-04-17,Delivered,COD
1325,1666,4343,2025-03-08,Delivered,UPI
1326,2131,4577,2025-07-25,Delivered,UPI
1327,3741,4085,2025-06-25,Delivered,Card
1328,2501,1449,2025-10-25,Delivered,Card
1329,1643,3649,2025-04-14,Delivered,UPI
1330,4713,2014,2026-01-16,Delivered,COD
1331,1498,459,2025-03-16,Delivered,UPI
1332,4603,2844,2025-07-19,Delivered,COD
1333,3205,593,2026-01-15,Delivered,Card
1334,622,498,2025-01-30,Delivered,UPI
1335,3145,2135,2025-12-15,Delivered,UPI
1336,1952,2450,2025-11-13,Delivered,UPI
1337,1460,4293,2025-06-29,Delivered,COD
1338,293,2812,2025-09-29,Delivered,Card
1339,655,27,2025-07-13,Delivered,COD
1340,2985,3917,2025-10-26,Delivered,Card
1341,3844,1718,2025-05-24,Delivered,COD
1342,2805,2254,2025-07-20,Delivered,Card
1343,2715,3643,2025-08-18,Delivered,COD
1344,1622,3656,2025-02-23,Delivered,UPI
1345,4015,3299,2025-12-03,Delivered,COD
1346,3254,4699,2026-01-04,Delivered,UPI
1347,2847,4458,2025-04-05,Delivered,UPI
1348,4881,1284,2025-05-02,Delivered,UPI
1349,4863,1087,2025-04-16,Delivered,COD
1350,3506,2016,2026-01-07,Delivered,UPI
1351,519,1716,2025-11-23,Delivered,COD
1352,2686,1727,2025-05-10,Delivered,Card
1353,28,908,2025-08-23,Delivered,COD
1354,266,3464,2025-09-05,Cancelled,COD
1355,1307,4342,2025-08-12,Delivered,COD
1356,4054,4443,2025-12-24,Delivered,Card
1357,3455,4468,2025-04-23,Delivered,Card
1358,811,809,2025-12-02,Delivered,Card
1359,4677,2897,2025-04-29,Cancelled,UPI
1360,3391,2171,2025-06-04,Delivered,COD
1361,611,3129,2026-01-03,Delivered,COD
1362,4289,4256,2025-09-25,Delivered,UPI
1363,2275,1151,2025-02-03,Delivered,UPI
1364,4547,3679,2025-02-08,Delivered,COD
1365,203,1335,2026-01-02,Delivered,UPI
1366,402,518,2025-04-29,Delivered,UPI
1367,2028,1289,2025-12-31,Delivered,Card
1368,3851,746,2025-11-01,Delivered,UPI
1369,890,4516,2025-09-01,Delivered,UPI
1370,179,3968,2025-07-27,Delivered,COD
1371,1980,4236,2025-08-23,Delivered,UPI
1372,2511,4803,2025-04-15,Cancelled,UPI
1373,2883,698,2025-11-13,Delivered,UPI
1374,3985,3035,2025-05-01,Cancelled,Card
1375,2045,475,2025-07-29,Delivered,COD
1376,2984,3977,2025-04-26,Delivered,Card
1377,351,511,2025-06-14,Delivered,UPI
1378,4283,538,2025-08-14,Delivered,COD
1379,3419,2261,2025-07-06,Delivered,COD
1380,3831,2945,2025-05-19,Delivered,UPI
1381,1968,3875,2025-08-24,Delivered,Card
1382,4405,1367,2026-01-19,Delivered,UPI
1383,2225,1062,2025-04-23,Delivered,Card
1384,4523,4329,2025-06-03,Delivered,UPI
1385,2788,2308,2025-07-17,Delivered,COD
1386,4627,308,2025-06-05,Delivered,COD
1387,4344,4499,2025-10-21,Delivered,Card
1388,4312,997,2026-01-08,Delivered,UPI
1389,4809,1285,2025-04-04,Delivered,Card
1390,438,4846,2025-08-02,Delivered,COD
1391,2359,1130,2025-02-11,Delivered,COD
1392,3855,304,2025-07-21,Delivered,Card
1393,383,3892,2025-11-08,Delivered,Card
1394,4217,855,2025-11-29,Delivered,Card
1395,407,1746,2025-10-06,Delivered,Card
1396,4341,818,2025-12-08,Delivered,Card
1397,66,3650,2025-02-26,Delivered,UPI
1398,2990,973,2025-06-18,Delivered,Card
1399,228,4134,2025-10-15,Cancelled,Card
1400,4978,1179,2025-07-13,Delivered,COD
1401,2185,105,2025-09-17,Delivered,COD
1402,2242,255,2025-05-20,Delivered,UPI
1403,4802,2536,2025-02-14,Delivered,Card
1404,4754,591,2025-12-29,Delivered,Card
1405,1513,525,2025-08-06,Delivered,COD
1406,930,370,2025-02-02,Delivered,COD
1407,4037,4198,2025-02-18,Delivered,COD
1408,2604,2964,2025-07-14,Delivered,Card
1409,1181,664,2025-04-13,Cancelled,Card
1410,1040,690,2025-03-10,Cancelled,UPI
1411,1102,2647,2026-01-13,Delivered,COD
1412,2100,2589,2025-03-30,Delivered,COD
1413,514,1536,2025-05-22,Delivered,COD
1414,4840,2029,2025-02-05,Delivered,COD
1415,3133,1857,2026-01-12,Delivered,COD
1416,1833,3187,2025-02-08,Delivered,Card
1417,4639,2770,2025-06-20,Cancelled,Card
1418,2458,2988,2025-12-09,Delivered,COD
1419,2203,4476,2025-12-23,Delivered,COD
1420,2681,1149,2025-05-07,Delivered,Card
1421,2099,781,2025-11-18,Delivered,Card
1422,3167,4406,2025-12-28,Cancelled,UPI
1423,1928,2154,2025-11-03,Delivered,Card
1424,4451,556,2025-12-23,Delivered,UPI
1425,3117,3297,2025-12-13,Delivered,COD
1426,2888,3314,2025-08-15,Cancelled,COD
1427,4344,4493,2025-04-23,Delivered,COD
1428,4629,2584,2025-01-28,Delivered,Card
1429,3531,3708,2025-07-21,Delivered,Card
1430,790,3869,2025-11-15,Delivered,COD
1431,1301,3044,2025-12-14,Delivered,COD
1432,1948,3014,2025-03-19,Delivered,UPI
1433,2243,3845,2025-03-28,Delivered,Card
1434,1095,1170,2025-12-18,Delivered,Card
1435,1359,3263,2025-06-06,Cancelled,UPI
1436,3657,4023,2025-07-01,Delivered,COD
1437,308,201,2025-08-27,Delivered,COD
1438,1451,1891,2025-11-19,Delivered,Card
1439,2124,12,2025-03-03,Delivered,Card
1440,4883,1977,2025-09-23,Cancelled,COD
1441,2843,1326,2025-12-05,Delivered,UPI
1442,1665,3372,2025-01-27,Delivered,UPI
1443,3949,4071,2025-07-25,Delivered,UPI
1444,1395,3557,2025-08-13,Delivered,Card
1445,4073,4967,2025-10-09,Delivered,UPI
1446,3635,366,2025-11-12,Delivered,Card
1447,215,657,2026-01-07,Delivered,Card
1448,3073,161,2025-08-18,Delivered,COD
1449,4055,175,2025-07-28,Delivered,COD
1450,4473,3471,2025-04-08,Delivered,UPI
1451,2460,4061,2026-01-02,Delivered,UPI
1452,3707,545,2025-03-15,Delivered,Card
1453,3272,3855,2025-12-22,Delivered,COD
1454,1207,1762,2025-11-17,Delivered,COD
1455,410,957,2025-08-05,Delivered,Card
1456,3470,452,2025-05-26,Delivered,UPI
1457,216,82,2025-09-24,Delivered,UPI
1458,4848,1237,2025-10-27,Delivered,Card
1459,349,4912,2025-01-23,Delivered,COD
1460,3652,447,2025-09-01,Delivered,Card
1461,2879,2166,2025-09-08,Delivered,Card
1462,3666,1620,2025-08-21,Delivered,UPI
1463,4750,1794,2025-03-03,Delivered,COD
1464,3070,3315,2025-10-09,Delivered,UPI
1465,3995,4845,2025-10-30,Delivered,UPI
1466,3113,1174,2025-03-06,Delivered,COD
1467,3,646,2025-08-11,Delivered,UPI
1468,1118,379,2025-09-27,Delivered,Card
1469,1083,2656,2025-05-02,Delivered,Card
1470,4503,3585,2025-11-10,Delivered,COD
1471,1518,3734,2026-01-13,Delivered,Card
1472,4847,1141,2025-12-18,Delivered,Card
1473,1896,3736,2025-05-16,Delivered,Card
1474,3580,2014,2025-03-17,Delivered,Card
1475,2634,662,2025-12-27,Delivered,UPI
1476,4984,4972,2025-08-27,Delivered,Card
1477,2380,12,2025-09-21,Delivered,COD
1478,1013,388,2025-10-18,Delivered,UPI
1479,4265,3024,2025-07-27,Delivered,Card
1480,2824,3834,2025-03-06,Delivered,Card
1481,849,1920,2025-02-17,Cancelled,COD
1482,1705,4492,2026-01-14,Delivered,UPI
1483,4094,2593,2025-08-01,Delivered,Card
1484,206,2709,2025-12-26,Delivered,COD
1485,1893,4736,2025-03-24,Delivered,UPI
1486,521,100,2025-04-16,Delivered,UPI
1487,3577,4553,2025-10-31,Cancelled,Card
1488,2352,4077,2025-09-22,Delivered,COD
1489,2135,2772,2025-09-28,Delivered,COD
1490,4839,4170,2025-08-09,Delivered,Card
1491,2476,2378,2025-05-07,Delivered,Card
1492,4546,1864,2025-02-26,Delivered,Card
1493,786,4020,2025-02-03,Delivered,COD
1494,4098,4271,2025-04-28,Delivered,UPI
1495,2791,3759,2025-08-16,Cancelled,Card
1496,2158,4593,2025-06-25,Delivered,Card
1497,679,4524,2026-01-03,Delivered,UPI
1498,3529,35,2025-06-06,Delivered,UPI
1499,3560,2167,2025-09-27,Delivered,COD
1500,371,3640,2025-07-12,Delivered,Card
1501,2938,3973,2025-09-25,Delivered,COD
1502,722,3381,2025-10-09,Delivered,UPI
1503,4401,3177,2025-12-24,Delivered,Card
1504,924,176,2025-08-03,Delivered,COD
1505,836,2154,2025-02-28,Delivered,COD
1506,2494,4688,2025-04-02,Delivered,UPI
1507,2980,1587,2025-10-22,Delivered,Card
1508,2326,3659,2025-06-23,Delivered,COD
1509,3925,3003,2025-03-09,Delivered,COD
1510,2425,953,2025-01-28,Delivered,UPI
1511,4522,4957,2025-05-04,Delivered,Card
1512,3127,2872,2025-09-15,Delivered,UPI
1513,2377,4330,2025-08-16,Cancelled,COD
1514,454,2715,2025-08-28,Cancelled,Card
1515,3460,3657,2025-06-04,Delivered,UPI
1516,4860,2979,2025-05-16,Delivered,Card
1517,3502,1810,2025-04-24,Cancelled,Card
1518,3548,2807,2025-08-25,Delivered,Card
1519,1149,4152,2025-09-14,Delivered,COD
1520,523,3760,2025-02-09,Delivered,Card
1521,4578,3329,2025-11-04,Delivered,UPI
1522,122,2971,2025-11-13,Delivered,Card
1523,3619,4909,2026-01-05,Delivered,Card
1524,4677,3135,2025-06-12,Delivered,COD
1525,3723,1960,2026-01-04,Delivered,UPI
1526,3084,806,2025-09-07,Delivered,Card
1527,2173,3101,2025-03-26,Delivered,COD
1528,2707,1576,2025-06-09,Delivered,COD
1529,4814,3731,2025-04-09,Delivered,Card
1530,3308,600,2025-12-17,Delivered,Card
1531,3643,2616,2025-10-14,Delivered,Card
1532,2818,3372,2025-05-25,Delivered,COD
1533,4502,612,2025-10-03,Cancelled,Card
1534,1485,1950,2026-01-13,Delivered,COD
1535,277,561,2025-07-24,Delivered,UPI
1536,1249,2547,2025-08-14,Cancelled,Card
1537,1125,627,2025-06-15,Delivered,UPI
1538,2902,2812,2025-07-27,Delivered,UPI
1539,1658,1611,2025-03-21,Delivered,UPI
1540,1754,3263,2026-01-11,Delivered,COD
1541,4603,3783,2025-08-16,Delivered,COD
1542,3659,675,2025-11-12,Delivered,COD
1543,3403,3723,2025-04-18,Delivered,COD
1544,4333,49,2026-01-18,Delivered,UPI
1545,752,1387,2025-06-30,Delivered,COD
1546,165,1903,2025-12-29,Delivered,UPI
1547,1693,4723,2025-12-27,Delivered,UPI
1548,1957,3568,2025-08-13,Delivered,COD
1549,3861,4373,2025-07-28,Delivered,UPI
1550,2776,2095,2025-11-24,Delivered,COD
1551,3290,3843,2025-08-05,Cancelled,UPI
1552,1769,4312,2025-09-09,Delivered,Card
1553,2424,230,2025-04-12,Delivered,COD
1554,4527,3493,2025-06-12,Cancelled,UPI
1555,3697,1686,2025-06-20,Delivered,COD
1556,783,1311,2025-05-29,Delivered,UPI
1557,3779,4142,2025-04-18,Delivered,COD
1558,955,633,2025-04-14,Delivered,Card
1559,1993,2423,2025-07-21,Delivered,Card
1560,1660,2751,2025-11-18,Cancelled,COD
1561,141,333,2025-05-13,Delivered,COD
1562,720,1880,2025-07-27,Delivered,UPI
1563,1651,507,2026-01-09,Delivered,UPI
1564,3574,4213,2025-03-22,Delivered,COD
1565,3475,943,2025-12-23,Delivered,Card
1566,1016,636,2025-07-12,Delivered,Card
1567,4384,1590,2026-01-14,Delivered,COD
1568,343,1463,2025-03-30,Delivered,UPI
1569,3184,1992,2025-05-13,Delivered,COD
1570,2702,4965,2026-01-07,Delivered,COD
1571,976,1735,2025-12-31,Delivered,Card
1572,2584,2264,2025-02-23,Delivered,Card
1573,3121,113,2025-12-17,Delivered,UPI
1574,1824,2264,2025-07-11,Delivered,UPI
1575,4427,427,2025-09-16,Delivered,COD
1576,4461,1067,2025-02-27,Cancelled,COD
1577,11,2812,2025-06-05,Delivered,COD
1578,4605,4380,2025-12-06,Delivered,COD
1579,2628,834,2025-03-09,Delivered,Card
1580,1469,230,2025-10-07,Delivered,UPI
1581,1114,4481,2025-09-27,Delivered,UPI
1582,622,4255,2025-09-07,Delivered,UPI
1583,901,824,2025-06-17,Delivered,UPI
1584,3748,2519,2025-08-13,Delivered,Card
1585,4065,3668,2025-08-24,Delivered,COD
1586,1472,4304,2025-03-21,Delivered,UPI
1587,3104,4270,2025-11-26,Delivered,UPI
1588,327,1824,2025-10-31,Delivered,COD
1589,74,1105,2025-04-04,Delivered,Card
1590,251,1042,2025-03-26,Delivered,Card
1591,2498,708,2025-12-21,Cancelled,UPI
1592,2403,1384,2026-01-04,Delivered,UPI
1593,4629,1892,2025-07-31,Delivered,UPI
1594,296,1303,2025-10-19,Delivered,Card
1595,298,3022,2025-12-30,Delivered,UPI
1596,302,677,2025-04-20,Cancelled,COD
1597,4608,2565,2025-05-18,Delivered,Card
1598,585,3323,2025-08-23,Cancelled,Card
1599,3625,4758,2025-05-18,Delivered,COD
1600,1635,1564,2025-10-14,Delivered,COD
1601,53,1261,2025-02-13,Delivered,Card
1602,2277,3204,2025-09-22,Cancelled,UPI
1603,2688,2354,2025-03-04,Delivered,Card
1604,2845,358,2026-01-23,Delivered,UPI
1605,4887,3235,2025-04-19,Delivered,COD
1606,4591,419,2025-06-11,Cancelled,UPI
1607,4949,4738,2025-12-22,Delivered,COD
1608,2719,3956,2025-10-04,Delivered,UPI
1609,3936,1594,2025-10-14,Delivered,UPI
1610,663,4603,2025-06-26,Delivered,COD
1611,8,1386,2025-11-17,Delivered,UPI
1612,3684,4408,2025-01-24,Delivered,Card
1613,3088,2752,2025-02-11,Delivered,UPI
1614,4762,245,2025-11-04,Delivered,Card
1615,669,4573,2025-12-12,Delivered,COD
1616,3165,615,2025-11-17,Delivered,UPI
1617,1286,250,2025-09-06,Delivered,UPI
1618,3621,3094,2025-02-11,Delivered,Card
1619,161,1596,2025-08-24,Delivered,Card
1620,2399,1930,2025-07-27,Delivered,COD
1621,3246,511,2025-03-08,Cancelled,Card
1622,18,3968,2025-06-15,Delivered,Card
1623,2534,4870,2026-01-09,Delivered,Card
1624,4447,1366,2025-06-10,Delivered,UPI
1625,2576,924,2025-10-12,Delivered,UPI
1626,4968,74,2025-01-29,Delivered,UPI
1627,2318,809,2025-07-10,Cancelled,UPI
1628,2919,2879,2025-12-01,Delivered,UPI
1629,1054,2268,2025-09-25,Delivered,Card
1630,316,2127,2026-01-07,Delivered,Card
1631,4833,4331,2025-09-02,Delivered,UPI
1632,2212,2205,2025-09-20,Delivered,UPI
1633,320,3680,2026-01-11,Delivered,COD
1634,4528,4738,2026-01-01,Delivered,COD
1635,2716,4717,2025-06-20,Delivered,Card
1636,634,3659,2025-05-02,Cancelled,COD
1637,1706,985,2025-02-15,Delivered,Card
1638,4821,1299,2025-11-22,Delivered,COD
1639,673,3745,2025-11-17,Delivered,UPI
1640,2280,3281,2025-04-22,Delivered,UPI
1641,3548,3956,2026-01-09,Delivered,Card
1642,471,2654,2025-06-16,Cancelled,Card
1643,3232,3688,2025-07-23,Delivered,Card
1644,2608,2963,2026-01-21,Delivered,Card
1645,3333,2947,2025-12-16,Delivered,COD
1646,2621,3046,2025-06-15,Delivered,UPI
1647,4698,860,2025-12-04,Delivered,COD
1648,1383,2086,2025-12-09,Delivered,UPI
1649,4376,2728,2025-09-02,Delivered,UPI
1650,1186,377,2025-01-31,Delivered,COD
1651,1911,4472,2025-10-30,Delivered,Card
1652,916,4691,2026-01-13,Delivered,COD
1653,1618,2795,2025-03-07,Delivered,COD
1654,1684,1066,2025-10-01,Cancelled,COD
1655,2426,3683,2025-08-13,Delivered,UPI
1656,426,2008,2025-08-07,Delivered,Card
1657,1788,3202,2026-01-11,Delivered,UPI
1658,2585,1052,2025-08-01,Delivered,COD
1659,4649,629,2025-09-24,Delivered,COD
1660,169,2374,2025-12-25,Delivered,UPI
1661,515,3975,2025-05-18,Delivered,UPI
1662,3436,1184,2025-10-19,Delivered,Card
1663,4526,4842,2025-08-21,Delivered,COD
1664,2617,1278,2025-04-06,Delivered,UPI
1665,2378,1952,2025-09-12,Delivered,UPI
1666,691,3922,2025-06-20,Delivered,UPI
1667,3205,3425,2025-03-01,Delivered,UPI
1668,2505,1326,2025-04-01,Delivered,COD
1669,353,1172,2025-04-28,Delivered,Card
1670,1118,4317,2025-11-19,Delivered,UPI
1671,1406,3770,2026-01-22,Delivered,UPI
1672,3940,1872,2025-04-07,Delivered,Card
1673,4175,3632,2025-06-29,Delivered,COD
1674,678,2311,2025-08-29,Delivered,UPI
1675,551,2344,2025-08-14,Delivered,Card
1676,820,3387,2025-11-18,Delivered,Card
1677,214,3068,2025-12-21,Cancelled,COD
1678,1667,2340,2025-07-13,Delivered,Card
1679,4765,684,2025-12-10,Delivered,COD
1680,894,876,2025-06-27,Delivered,Card
1681,4255,1055,2025-03-01,Delivered,UPI
1682,4077,3754,2025-03-02,Delivered,COD
1683,3906,2603,2026-01-17,Delivered,Card
1684,2787,4015,2025-01-27,Delivered,UPI
1685,2249,349,2025-09-24,Delivered,Card
1686,22,4315,2025-04-21,Delivered,UPI
1687,3314,1023,2025-01-31,Delivered,COD
1688,1262,450,2025-10-19,Delivered,UPI
1689,1173,504,2025-08-30,Delivered,Card
1690,4881,86,2025-06-22,Delivered,UPI
1691,2055,3323,2025-07-22,Delivered,UPI
1692,1893,523,2025-04-11,Delivered,COD
1693,2816,3152,2025-01-30,Delivered,UPI
1694,4675,3693,2025-10-30,Delivered,UPI
1695,4585,2509,2025-08-01,Delivered,Card
1696,1788,630,2025-04-10,Delivered,Card
1697,1991,18,2025-05-19,Delivered,COD
1698,4318,1269,2026-01-14,Delivered,COD
1699,2461,1177,2025-09-06,Delivered,COD
1700,2632,1633,2025-03-04,Delivered,Card
1701,2269,4596,2025-12-13,Delivered,UPI
1702,2177,4554,2025-03-26,Delivered,COD
1703,877,3770,2025-05-20,Delivered,Card
1704,3493,3614,2025-09-05,Delivered,Card
1705,4259,115,2025-04-07,Delivered,COD
1706,955,753,2025-09-17,Delivered,Card
1707,4120,4865,2025-05-28,Delivered,UPI
1708,4289,2401,2025-06-26,Delivered,Card
1709,878,1871,2025-11-16,Delivered,Card
1710,4486,2589,2025-04-01,Cancelled,UPI
1711,2545,322,2025-01-28,Delivered,COD
1712,2177,4322,2025-11-26,Delivered,Card
1713,2601,3828,2025-09-27,Delivered,UPI
1714,3108,4457,2025-11-15,Delivered,COD
1715,3529,834,2025-11-17,Delivered,UPI
1716,2409,4208,2025-10-28,Delivered,Card
1717,4861,212,2025-05-28,Delivered,UPI
1718,1974,1257,2025-03-13,Delivered,COD
1719,3949,159,2025-05-08,Delivered,COD
1720,1239,2620,2025-02-28,Delivered,COD
1721,2335,1348,2025-05-15,Cancelled,UPI
1722,768,3165,2025-07-08,Delivered,UPI
1723,2417,3213,2025-09-06,Delivered,COD
1724,4995,911,2025-06-27,Delivered,COD
1725,3546,2452,2025-12-22,Delivered,COD
1726,2310,3804,2025-10-20,Delivered,Card
1727,4884,404,2025-11-08,Cancelled,Card
1728,4207,1842,2025-03-23,Delivered,Card
1729,4237,2649,2026-01-14,Cancelled,COD
1730,745,1691,2026-01-09,Delivered,Card
1731,2583,3486,2025-06-23,Delivered,COD
1732,4175,1257,2025-09-12,Delivered,UPI
1733,1518,4289,2025-10-26,Delivered,COD
1734,2557,3185,2026-01-17,Delivered,COD
1735,4162,1643,2025-06-28,Delivered,Card
1736,3984,3353,2025-12-10,Cancelled,UPI
1737,1395,523,2025-06-26,Delivered,UPI
1738,287,4446,2025-12-25,Delivered,UPI
1739,3248,1945,2025-08-11,Delivered,Card
1740,4219,3572,2025-12-01,Delivered,Card
1741,2603,1561,2025-04-21,Delivered,Card
1742,4,4748,2025-04-02,Delivered,Card
1743,412,4731,2025-07-24,Delivered,Card
1744,4346,3595,2025-09-04,Delivered,COD
1745,3728,593,2025-10-06,Cancelled,UPI
1746,1918,3894,2025-12-04,Delivered,Card
1747,1357,2669,2025-03-17,Delivered,UPI
1748,158,3903,2026-01-01,Delivered,Card
1749,1601,756,2025-05-27,Delivered,COD
1750,2885,1300,2025-07-28,Delivered,UPI
1751,3490,497,2025-08-20,Delivered,Card
1752,2383,4869,2026-01-03,Delivered,COD
1753,153,2422,2025-05-27,Delivered,COD
1754,1630,1599,2025-04-05,Delivered,UPI
1755,2797,4280,2025-04-11,Delivered,Card
1756,2882,4128,2025-09-25,Delivered,COD
1757,3803,4379,2025-06-19,Delivered,COD
1758,2806,4932,2025-03-10,Delivered,COD
1759,4081,3591,2025-10-07,Delivered,UPI
1760,3471,4782,2025-07-08,Delivered,UPI
1761,1056,462,2025-06-18,Delivered,Card
1762,2580,4967,2025-07-04,Delivered,Card
1763,4149,368,2026-01-03,Delivered,UPI
1764,2766,2706,2025-01-28,Delivered,UPI
1765,1329,3324,2025-07-04,Delivered,UPI
1766,4045,166,2025-10-21,Delivered,COD
1767,2393,3687,2025-09-23,Delivered,UPI
1768,3154,4083,2025-01-31,Delivered,Card
1769,1,3048,2025-10-20,Delivered,COD
1770,167,1729,2025-08-25,Delivered,UPI
1771,3255,4698,2025-03-19,Delivered,Card
1772,1886,3670,2025-04-01,Delivered,UPI
1773,4369,3175,2025-12-28,Cancelled,Card
1774,900,2174,2025-10-27,Delivered,COD
1775,2249,38,2025-12-13,Cancelled,COD
1776,3264,4444,2025-03-03,Delivered,Card
1777,3413,2022,2025-10-18,Cancelled,Card
1778,3578,734,2025-01-24,Cancelled,COD
1779,2188,4522,2025-09-08,Delivered,COD
1780,1220,648,2025-02-22,Delivered,Card
1781,3133,3303,2025-03-22,Delivered,Card
1782,360,320,2025-05-19,Cancelled,UPI
1783,2040,4608,2025-11-23,Delivered,UPI
1784,3938,2554,2025-04-26,Delivered,COD
1785,3155,3179,2025-07-06,Delivered,COD
1786,334,1723,2025-11-01,Delivered,UPI
1787,731,1757,2025-11-30,Delivered,UPI
1788,1498,3679,2025-04-13,Delivered,COD
1789,1418,3779,2025-11-04,Delivered,COD
1790,3764,2516,2025-04-16,Cancelled,Card
1791,1744,3848,2025-05-13,Delivered,Card
1792,4117,938,2025-11-19,Delivered,COD
1793,1974,765,2025-05-12,Delivered,UPI
1794,879,653,2025-08-03,Cancelled,Card
1795,4273,4081,2025-10-24,Delivered,COD
1796,2885,3603,2025-07-11,Delivered,UPI
1797,3008,2130,2025-03-24,Delivered,UPI
1798,2596,4577,2025-02-20,Delivered,COD
1799,2298,3965,2025-08-01,Delivered,Card
1800,661,4612,2025-07-22,Delivered,Card
1801,3145,187,2025-10-09,Delivered,COD
1802,3163,146,2025-06-01,Delivered,UPI
1803,4222,4248,2025-04-03,Cancelled,Card
1804,3986,1387,2025-07-25,Delivered,COD
1805,1270,4189,2025-09-14,Delivered,Card
1806,4707,2588,2025-08-06,Delivered,COD
1807,1295,2697,2025-05-25,Delivered,Card
1808,1010,4013,2025-03-17,Delivered,Card
